Time,Amplitude
0.5700000000000001,-1.1668324953930906
0.5720000000000001,-1.2258375309713436
0.5740000000000001,-1.2128539631559039
0.5760000000000001,-1.116301235640355
0.578,-0.9294195580467929
0.58,-0.6510785772559817
0.582,-0.2861873094016535
0.584,0.15433314031185796
0.586,0.6540198261730442
0.588,1.1917536036630783
0.59,1.7430011671051213
0.592,2.281327357130855
0.594,2.780070837603545
0.596,3.2140634054604105
0.598,3.5612692833911908
0.6,3.804226065180608
0.602,3.9311831500736987
0.604,3.9368554601555816
0.606,3.822738338977508
0.608,3.5969616714018073
0.61,3.273695029762464
0.612,2.8721485035488827
0.614,2.415243342233244
0.616,1.928050423294221
0.618,1.4361110632879526
0.62,0.9637625910218562
0.622,0.532589821918448
0.624,0.1601132295630332
0.626,-0.14119399254869647
0.628,-0.36449322187910105
0.63,-0.5087356197168764
0.632,-0.5783817432551079
0.634,-0.5827150218686163
0.636,-0.5348091271994805
0.638,-0.4502350932343905
0.64,-0.34561318010164277
0.642,-0.23712548466771588
0.644,-0.13910736380910815
0.646,-0.06282871665968781
0.648,-0.01556062675777059
0.65,9.992007221626409e-16
0.652,-0.01409641321384214
0.654,-0.05129359740830097
0.656,-0.10116526194805942
0.658,-0.1503938336475265
0.66,-0.18401352930170622
0.662,-0.18681808903496583
0.664,-0.14482009588454337
0.666,-0.04664413240719345
0.668,0.1152595500032173
0.67,0.3436809714034609
0.672,0.636075109302024
0.674,0.98439728420482
0.676,1.3753698831218617
0.678,1.7911679919730616
0.68,2.210479206614954
0.682,2.6098638214212677
0.684,2.9653179766017566
0.686,3.2539259926621895
0.6880000000000001,3.4554802958161264
0.6900000000000001,3.55394865985208
0.6920000000000001,3.5386788834278486
0.6940000000000001,3.4052497249593543
0.6960000000000001,3.1559025378669094
0.6980000000000001,2.799518669428926
0.7000000000000001,2.3511410091698934
0.7020000000000001,1.831071593544244
0.704,1.2636083718766515
0.706,0.675510767397465
0.708,0.09430353190097746
0.71,-0.45345989895554956
0.712,-0.9438506666068037
0.714,-1.3570170341688972
0.716,-1.67833415667906
0.718,-1.8991718570486813
0.72,-2.0172298583689177
0.722,-2.036422256647045
0.724,-1.966326570512654
0.726,-1.8212449432276074
0.728,-1.618953567917813
0.73,-1.379239017007022
0.732,-1.122335188492414
0.734,-0.8673809195279554
0.736,-0.6310155079071715
0.738,-0.42621766600931277
0.74,-0.26147372756438947
0.742,-0.1403347592510258
0.744,-0.06139161041574914
0.746,-0.018664215013005414
0.748,-0.002369147280839423
0.75,1.0658141036401503e-14
0.752,0.0023691472808596847
0.754,0.018664215013022845
0.756,0.0613916104157618
0.758,0.14033475925103245
0.76,0.26147372756438914
0.762,0.42621766600930533
0.764,0.6310155079071573
0.766,0.8673809195279355
0.768,1.1223351884923893
0.77,1.3792390170069948
0.772,1.618953567917785
0.774,1.8212449432275812
0.776,1.9663265705126318
0.778,2.036422256647028
0.78,2.0172298583689083
0.782,1.8991718570486804
0.784,1.6783341566790675
0.786,1.3570170341689136
0.788,0.9438506666068278
0.79,0.45345989895558036
0.792,-0.09430353190094193
0.794,-0.675510767397427
0.796,-1.2636083718766133
0.798,-1.831071593544234
0.8,-2.3511410091698846
0.802,-2.7995186694289216
0.804,-3.1559025378669077
0.806,-3.405249724959356
0.808,-3.5386788834278513
0.81,-3.5539486598520886
0.812,-3.4554802958161375
0.8140000000000001,-3.2539259926622024
0.8160000000000001,-2.9653179766017694
0.8180000000000001,-2.6098638214212744
0.8200000000000001,-2.2104792066149663
0.8220000000000001,-1.7911679919730723
0.8240000000000001,-1.375369883121858
0.8260000000000001,-0.9843972842048168
0.8280000000000001,-0.6360751093020228
0.8300000000000001,-0.34368097140344145
0.8320000000000001,-0.11525955000320742
0.834,0.046644132407202
0.836,0.14482009588455813
0.838,0.18681808903498498
0.84,0.18401352930172796
0.842,0.15039383364754894
0.844,0.10116526194808029
0.846,0.051293597408318625
0.848,0.014096413213854686
0.85,1.2212453270876722e-15
0.852,0.015560626757770368
0.854,0.06282871665968104
0.856,0.13910736380909694
0.858,0.23712548466769767
0.86,0.3456131801016147
0.862,0.4502350932343746
0.864,0.5348091271994573
0.866,0.5827150218685841
0.868,0.5783817432551038
0.87,0.5087356197168658
0.872,0.36449322187908395
0.874,0.14119399254871545
0.876,-0.16011322956302032
0.878,-0.5325898219184276
0.88,-0.9637625910218162
0.882,-1.4361110632879208
0.884,-1.9280504232941866
0.886,-2.4152433422331994
0.888,-2.872148503548849
0.89,-3.2736950297624343
0.892,-3.59696167140178
0.894,-3.8227383389774934
0.896,-3.936855460155576
0.898,-3.931183150073704
0.9,-3.80422606518062
0.902,-3.561269283391211
0.904,-3.214063405460446
0.906,-2.780070837603578
0.908,-2.281327357130891
0.91,-1.7430011671051704
0.912,-1.1917536036631136
0.914,-0.6540198261730764
0.916,-0.1543331403118987
0.918,0.2861873094016346
0.92,0.6510785772559708
0.922,0.9294195580467774
0.924,1.1163012356403608
0.926,1.2128539631559399
0.928,1.2258375309713638
0.93,1.166832495393095
0.932,1.0511008690623993
0.934,0.8962085787313414
0.936,0.7205192494178481
0.9380000000000001,0.5416775947462331
0.9400000000000001,0.37520034306267247
0.9420000000000001,0.2332832601436131
0.9440000000000001,0.12391518078044828
0.9460000000000001,0.050365401616575656
0.9480000000000001,0.01108120976647653
0.9500000000000001,-8.659739592076221e-15
0.9520000000000001,0.007247848941681456
0.9540000000000001,0.020166067352210035
0.9560000000000001,0.02458146850364415
0.9580000000000001,0.006216849872371533
0.96,-0.047873035301648215
0.962,-0.14795707546247894
0.964,-0.3004852898042255
0.966,-0.507243230258007
0.968,-0.7648756126883083
0.97,-1.0648231127342191
0.972,-1.3936843681275448
0.974,-1.7339822568251793
0.976,-2.065281988431094
0.978,-2.365580868654871
0.98,-2.612867896706061
0.982,-2.786737305780359
0.984,-2.8699348502984927
0.986,-2.849719510770938
0.988,-2.718936062537169
0.99,-2.476714696150374
0.992,-2.1287410372560096
0.994,-1.6870714561879865
0.996,-1.1695021112951445
0.998,-0.5985332092022089
1.0,-2.5967463987016594e-14
1.002,0.5985332092021586
1.004,1.169502111295099
1.006,1.6870714561879485
1.008,2.128741037255981
1.01,2.476714696150357
1.012,2.718936062537164
1.014,2.849719510770945
1.016,2.8699348502985114
1.018,2.786737305780387
1.02,2.6128678967060956
1.022,2.3655808686549102
1.024,2.0652819884311344
1.026,1.7339822568252181
1.028,1.393684368127579
1.03,1.064823112734247
1.032,0.7648756126883275
1.034,0.5072432302580163
1.036,0.3004852898042253
1.038,0.14795707546246917
1.04,0.04787303530163045
1.042,-0.006216849872422214
1.044,-0.024581468503698328
1.046,-0.020166067352209008
1.048,-0.007247848941707213
1.05,-1.432187701766452e-14
1.052,-0.01108120976647431
1.054,-0.05036540161659986
1.056,-0.12391518078045971
1.058,-0.23328326014360212
1.06,-0.37520034306265826
1.062,-0.5416775947462075
1.064,-0.7205192494178397
1.066,-0.8962085787313347
1.068,-1.0511008690623824
1.07,-1.1668324953930902
1.072,-1.2258375309713374
1.074,-1.2128539631558994
1.076,-1.1163012356403585
1.078,-0.9294195580467794
1.08,-0.6510785772559551
1.082,-0.2861873094016495
1.084,0.1543331403118804
1.086,0.654019826173073
1.088,1.1917536036630798
1.09,1.7430011671051355
1.092,2.2813273571308796
1.094,2.780070837603535
1.096,3.21406340546041
1.098,3.561269283391213
1.1,3.8042260651806132
1.102,3.931183150073702
1.104,3.9368554601555816
1.106,3.8227383389775067
1.108,3.596961671401801
1.11,3.2736950297624494
1.112,2.872148503548894
1.114,2.4152433422332464
1.116,1.928050423294184
1.118,1.43611106328794
1.12,0.9637625910218341
1.122,0.5325898219184213
1.124,0.16011322956300733
1.1260000000000001,-0.14119399254870713
1.1280000000000001,-0.36449322187911026
1.1300000000000001,-0.5087356197169063
1.1320000000000001,-0.5783817432551259
1.1340000000000001,-0.5827150218686075
1.1360000000000001,-0.5348091271994793
1.1380000000000001,-0.4502350932343788
1.1400000000000001,-0.3456131801016436
1.1420000000000001,-0.23712548466771988
1.1440000000000001,-0.13910736380910793
1.1460000000000001,-0.06282871665968692
1.1480000000000001,-0.015560626757766483
1.1500000000000001,7.105427357601002e-15
1.1520000000000001,-0.014096413213847914
1.154,-0.05129359740831074
1.156,-0.10116526194806169
1.158,-0.15039383364751566
1.16,-0.18401352930170894
1.162,-0.18681808903495895
1.164,-0.14482009588454142
1.166,-0.04664413240720244
1.168,0.11525955000321408
1.17,0.34368097140344767
1.172,0.6360751093019944
1.174,0.9843972842047954
1.176,1.375369883121833
1.178,1.791167991973022
1.18,2.2104792066149233
1.182,2.609863821421237
1.184,2.965317976601712
1.186,3.2539259926621567
1.188,3.4554802958161224
1.19,3.5539486598520833
1.192,3.5386788834278518
1.194,3.4052497249593667
1.196,3.155902537866939
1.198,2.799518669428955
1.2,2.351141009169927
1.202,1.831071593544308
1.204,1.2636083718766784
1.206,0.6755107673974639
1.208,0.09430353190099083
1.21,-0.4534598989555496
1.212,-0.9438506666067955
1.214,-1.3570170341688788
1.216,-1.6783341566790573
1.218,-1.8991718570486817
1.22,-2.0172298583689194
1.222,-2.036422256647061
1.224,-1.966326570512649
1.226,-1.8212449432275988
1.228,-1.6189535679178222
1.23,-1.379239017007031
1.232,-1.1223351884924253
1.234,-0.867380919527962
1.236,-0.6310155079071761
1.238,-0.4262176660093253
1.24,-0.2614737275643867
1.242,-0.1403347592510299
1.244,-0.06139161041576724
1.246,-0.01866421501299964
1.248,-0.002369147280832651
1.25,3.552713678800501e-15
1.252,0.002369147280866457
1.254,0.018664215013028507
1.256,0.061391610415788334
1.258,0.14033475925104122
1.26,0.2614737275643866
1.262,0.426217666009313
1.264,0.6310155079071527
1.266,0.8673809195279288
1.268,1.1223351884923842
1.27,1.379239017006986
1.272,1.6189535679177762
1.274,1.821244943227557
1.276,1.9663265705126114
1.278,2.0364222566470334
1.28,2.0172298583689017
1.282,1.89917185704868
1.284,1.6783341566790684
1.286,1.357017034168906
1.288,0.9438506666068376
1.29,0.45345989895560096
1.292,-0.0943035319009301
1.294,-0.6755107673974002
1.296,-1.2636083718766133
1.298,-1.8310715935442494
1.3,-2.3511410091698743
1.302,-2.799518669428915
1.304,-3.1559025378669108
1.306,-3.405249724959352
1.308,-3.538678883427854
1.31,-3.5539486598520993
1.312,-3.4554802958161526
1.314,-3.2539259926621975
1.316,-2.965317976601763
1.318,-2.609863821421291
1.32,-2.2104792066149788
1.322,-1.7911679919730732
1.324,-1.3753698831218788
1.326,-0.9843972842048304
1.328,-0.6360751093020166
1.33,-0.3436809714034582
1.332,-0.11525955000321086
1.334,0.04664413240721588
1.336,0.14482009588456574
1.338,0.18681808903498992
1.34,0.18401352930174522
1.342,0.15039383364755213
1.344,0.10116526194809655
1.346,0.05129359740834072
1.348,0.014096413213849024
1.35,3.219646771412954e-15
1.352,0.015560626757773477
1.354,0.06282871665968215
1.356,0.13910736380909516
1.358,0.23712548466769312
1.36,0.34561318010161934
1.362,0.4502350932343506
1.364,0.5348091271994302
1.366,0.5827150218686039
1.368,0.5783817432550972
1.37,0.5087356197168539
1.372,0.3644932218790886
1.374,0.14119399254869058
1.3760000000000001,-0.1601132295630464
1.3780000000000001,-0.5325898219184263
1.3800000000000001,-0.9637625910218337
1.3820000000000001,-1.4361110632879344
1.3840000000000001,-1.928050423294202
1.3860000000000001,-2.4152433422332353
1.3880000000000001,-2.8721485035488814
1.3900000000000001,-3.2736950297624374
1.3920000000000001,-3.5969616714017896
1.3940000000000001,-3.8227383389774983
1.3960000000000001,-3.936855460155576
1.3980000000000001,-3.9311831500737
1.4000000000000001,-3.804226065180615
1.4020000000000001,-3.5612692833912014
1.4040000000000001,-3.2140634054604176
1.4060000000000001,-2.780070837603543
1.408,-2.281327357130941
1.41,-1.7430011671051977
1.412,-1.19175360366314
1.414,-0.6540198261731259
1.416,-0.1543331403119248
1.418,0.28618730940161896
1.42,0.6510785772559371
1.422,0.9294195580467767
1.424,1.1163012356403685
1.426,1.2128539631559203
1.428,1.2258375309713694
1.43,1.1668324953931282
1.432,1.0511008690624246
1.434,0.8962085787313758
1.436,0.7205192494178797
1.438,0.5416775947462391
1.44,0.3752003430626827
1.442,0.233283260143614
1.444,0.1239151807804616
1.446,0.05036540161658898
1.448,0.011081209766452105
1.45,-1.432187701766452e-14
1.452,0.007247848941671686
1.454,0.02016606735217448
1.456,0.024581468503663745
1.458,0.006216849872393904
1.46,-0.04787303530165277
1.462,-0.14795707546247971
1.464,-0.3004852898042256
1.466,-0.5072432302580062
1.468,-0.7648756126883035
1.47,-1.064823112734214
1.472,-1.3936843681275364
1.474,-1.7339822568251697
1.476,-2.0652819884310825
1.478,-2.3655808686548614
1.48,-2.612867896706051
1.482,-2.7867373057803517
1.484,-2.86993485029849
1.486,-2.849719510770936
1.488,-2.718936062537172
1.49,-2.4767146961503785
1.492,-2.1287410372560167
1.494,-1.6870714561879943
1.496,-1.1695021112951558
1.498,-0.5985332092022198
1.5,-3.895119598052489e-14
1.502,0.5985332092021443
1.504,1.1695021112950876
1.506,1.6870714561879372
1.508,2.1287410372559745
1.51,2.4767146961503532
1.512,2.7189360625371646
1.514,2.849719510770947
1.516,2.8699348502985176
1.518,2.7867373057803935
1.52,2.6128678967061028
1.522,2.36558086865492
1.524,2.065281988431143
1.526,1.7339822568252279
1.528,1.3936843681275877
1.53,1.0648231127342553
1.532,0.7648756126883323
1.534,0.5072432302580203
1.536,0.3004852898042252
1.538,0.14795707546246506
1.54,0.04787303530162612
1.542,-0.006216849872429764
1.544,-0.02458146850370521
1.546,-0.02016606735221768
1.548,-0.0072478489417124314
1.55,-2.0095036745715333e-14
1.552,-0.011081209766476974
1.554,-0.05036540161660208
1.556,-0.12391518078046104
1.558,-0.2332832601435998
1.56,-0.37520034306265515
1.562,-0.541677594746201
1.564,-0.7205192494178335
1.566,-0.8962085787313252
1.568,-1.0511008690623738
1.57,-1.1668324953930813
1.572,-1.225837530971331
1.574,-1.212853963155894
1.576,-1.1163012356403565
1.578,-0.9294195580467813
1.58,-0.6510785772559586
1.582,-0.2861873094016568
1.584,0.1543331403118725
1.586,0.6540198261730622
1.588,1.1917536036630687
1.59,1.743001167105123
1.592,2.2813273571308685
1.594,2.7800708376035237
1.596,3.2140634054604
1.598,3.5612692833912063
1.6,3.8042260651806084
1.602,3.931183150073701
1.604,3.9368554601555834
1.606,3.8227383389775125
1.608,3.5969616714018087
1.61,3.2736950297624596
1.612,2.8721485035489054
1.614,2.415243342233258
1.616,1.9280504232941953
1.618,1.4361110632879501
1.62,0.963762591021843
1.622,0.5325898219184281
1.624,0.16011322956301155
1.6260000000000001,-0.14119399254870557
1.6280000000000001,-0.3644932218791114
1.6300000000000001,-0.5087356197169097
1.6320000000000001,-0.5783817432551314
1.6340000000000001,-0.5827150218686145
1.6360000000000001,-0.5348091271994867
1.6380000000000001,-0.4502350932343866
1.6400000000000001,-0.34561318010165093
1.6420000000000001,-0.23712548466772654
1.6440000000000001,-0.13910736380911237
1.6460000000000001,-0.0628287166596897
1.6480000000000001,-0.015560626757766594
1.6500000000000001,9.992007221626409e-15
1.6520000000000001,-0.014096413213843695
1.6540000000000001,-0.05129359740829431
1.6560000000000001,-0.10116526194806225
1.6580000000000001,-0.15039383364751455
1.6600000000000001,-0.18401352930168166
1.6620000000000001,-0.18681808903495284
1.6640000000000001,-0.14482009588453254
1.666,-0.04664413240719878
1.668,0.11525955000321353
1.67,0.34368097140344567
1.672,0.6360751093019886
1.674,0.9843972842047886
1.676,1.3753698831218253
1.678,1.7911679919730117
1.68,2.210479206614913
1.682,2.609863821421226
1.684,2.9653179766017033
1.686,3.253925992662147
1.688,3.4554802958161157
1.69,3.553948659852079
1.692,3.5386788834278513
1.694,3.405249724959368
1.696,3.1559025378669445
1.698,2.7995186694289647
1.7,2.3511410091699605
1.702,1.8310715935442963
1.704,1.2636083718766897
1.706,0.6755107673975045
1.708,0.09430353190097279
1.71,-0.45345989895553923
1.712,-0.9438506666067618
1.714,-1.3570170341688992
1.716,-1.6783341566790533
1.718,-1.8991718570486609
1.72,-2.017229858368939
1.722,-2.036422256647066
1.724,-1.9663265705126456
1.726,-1.821244943227616
1.728,-1.6189535679178315
1.73,-1.3792390170070437
1.732,-1.1223351884924275
1.734,-0.867380919527967
1.736,-0.631015507907195
1.738,-0.42621766600930844
1.74,-0.2614737275643869
1.742,-0.1403347592510511
1.744,-0.06139161041573926
1.746,-0.018664215012993868
1.748,-0.0023691472808557434
1.75,3.907985046680551e-14
1.752,0.002369147280875006
1.754,0.01866421501300719
1.756,0.06139161041579455
1.758,0.14033475925104344
1.76,0.2614737275643658
1.762,0.42621766600930877
1.764,0.6310155079071479
1.766,0.8673809195279103
1.768,1.1223351884923762
1.77,1.3792390170069784
1.772,1.6189535679177693
1.774,1.8212449432275482
1.776,1.9663265705126038
1.778,2.0364222566470422
1.78,2.017229858368899
1.782,1.8991718570486795
1.784,1.6783341566790948
1.786,1.3570170341689114
1.788,0.9438506666068457
1.79,0.4534598989556395
1.792,-0.09430353190091834
1.794,-0.6755107673973875
1.796,-1.2636083718765734
1.798,-1.8310715935442374
1.8,-2.351141009169864
1.802,-2.799518669428886
1.804,-3.1559025378669054
1.806,-3.4052497249593494
1.808,-3.5386788834278446
1.81,-3.5539486598521024
1.812,-3.455480295816159
1.814,-3.253925992662209
1.816,-2.965317976601773
1.818,-2.609863821421302
1.82,-2.210479206615005
1.822,-1.7911679919730834
1.824,-1.3753698831218877
1.826,-0.9843972842048615
1.828,-0.6360751093020212
1.83,-0.3436809714034602
1.832,-0.11525955000323873
1.834,0.046644132407218764
1.836,0.14482009588457062
1.838,0.1868180890349696
1.84,0.1840135293017525
1.842,0.1503938336475597
1.844,0.10116526194808356
1.846,0.05129359740834649
1.848,0.014096413213853132
1.85,-3.4416913763379853e-15
1.852,0.015560626757774476
1.854,0.06282871665967982
1.856,0.13910736380908073
1.858,0.23712548466768713
1.86,0.345613180101637
1.862,0.4502350932343586
1.864,0.5348091271994507
1.866,0.5827150218685702
1.868,0.5783817432551162
1.87,0.5087356197168322
1.872,0.3644932218790876
1.874,0.14119399254865994
1.8760000000000001,-0.1601132295630422
1.8780000000000001,-0.532589821918431
1.8800000000000001,-0.9637625910218512
1.8820000000000001,-1.4361110632879472
1.8840000000000001,-1.928050423294163
1.8860000000000001,-2.4152433422332424
1.8880000000000001,-2.8721485035488423
1.8900000000000001,-3.273695029762427
1.8920000000000001,-3.59696167140177
1.8940000000000001,-3.8227383389774934
1.8960000000000001,-3.9368554601555803
1.8980000000000001,-3.9311831500736965
1.9000000000000001,-3.80422606518061
1.9020000000000001,-3.561269283391224
1.9040000000000001,-3.2140634054604105
1.9060000000000001,-2.78007083760358
1.9080000000000001,-2.2813273571309014
1.9100000000000001,-1.7430011671051022
1.9120000000000001,-1.1917536036630976
1.9140000000000001,-0.654019826173063
1.9160000000000001,-0.15433314031185852
1.9180000000000001,0.2861873094016597
1.92,0.6510785772559629
1.922,0.9294195580467819
1.924,1.1163012356403461
1.926,1.2128539631559663
1.928,1.2258375309713756
1.93,1.1668324953930929
1.932,1.0511008690624446
1.934,0.896208578731357
1.936,0.7205192494178841
1.938,0.5416775947462447
1.94,0.3752003430626989
1.942,0.23328326014362588
1.944,0.12391518078044506
1.946,0.05036540161658687
1.948,0.011081209766485633
1.95,-4.3076653355456074e-14
1.952,0.00724784894169167
1.954,0.020166067352194242
1.956,0.02458146850362883
1.958,0.006216849872362706
1.96,-0.0478730353016289
1.962,-0.14795707546252435
1.964,-0.30048528980422573
1.966,-0.5072432302579802
1.968,-0.76487561268832
1.97,-1.064823112734222
1.972,-1.3936843681275128
1.974,-1.7339822568251706
1.976,-2.0652819884310443
1.978,-2.3655808686548494
1.98,-2.6128678967060135
1.982,-2.786737305780345
1.984,-2.8699348502985127
1.986,-2.8497195107709206
