Time,Amplitude,F_Sampling
0.381,-0.6,
0.382,-0.6,
0.383,-0.6,
0.384,-0.5,
0.385,-0.5,
0.386,-0.5,
0.387,-0.4,
0.388,-0.5,
0.389,-0.7,
0.39,-0.8,
0.391,-1,
0.392,-1.1,
0.393,-1.2,
0.394,-1.3,
0.395,-1.4,
0.396,-1.5,
0.397,-1.6,
0.398,-1.7,
0.399,-1.8,
0.4,-1.9,
0.401,-1.9,
0.402,-1.8,
0.403,-1.8,
0.404,-1.8,
0.405,-1.8,
0.406,-1.8,
0.407,-1.8,
0.408,-1.8,
0.409,-1.8,
0.41,-1.8,
0.411,-1.8,
0.412,-1.8,
0.413,-1.9,
0.414,-1.8,
0.415,-1.8,
0.416,-1.7,
0.417,-1.5,
0.418,-1.4,
0.419,-1.4,
0.42,-1.4,
0.421,-1.5,
0.422,-1.7,
0.423,-1.8,
0.424,-1.9,
0.425,-2,
0.426,-2.1,
0.427,-2.1,
0.428,-2.2,
0.429,-2.3,
0.43,-2.3,
0.431,-2.5,
0.432,-2.6,
0.433,-2.8,
0.434,-2.9,
0.435,-3.1,
0.436,-3.3,
0.437,-3.4,
0.438,-3.5,
0.439,-3.6,
0.44,-3.9,
0.441,-4.1,
0.442,-4.3,
0.443,-4.6,
0.444,-4.7,
0.445,-4.8,
0.446,-4.9,
0.447,-4.9,
0.448,-5,
0.449,-5,
0.45,-5.1,
0.451,-5.1,
0.452,-5,
0.453,-4.9,
0.454,-4.8,
0.455,-4.8,
0.456,-4.8,
0.457,-4.9,
0.458,-5,
0.459,-5.1,
0.46,-5.1,
0.461,-5.1,
0.462,-5.1,
0.463,-5.2,
0.464,-5.3,
0.465,-5.6,
0.466,-5.8,
0.467,-6.1,
0.468,-6.3,
0.469,-6.5,
0.47,-6.7,
0.471,-6.8,
0.472,-6.9,
0.473,-7.1,
0.474,-7.2,
0.475,-7.3,
0.476,-7.4,
0.477,-7.4,
0.478,-7.3,
0.479,-7.2,
0.48,-7.1,
0.481,-7,
0.482,-6.9,
0.483,-6.7,
0.484,-6.6,
0.485,-6.4,
0.486,-6.3,
0.487,-6.3,
0.488,-6.2,
0.489,-6.1,
0.49,-6,
0.491,-5.9,
0.492,-5.9,
0.493,-5.9,
0.494,-5.9,
0.495,-5.9,
0.496,-6,
0.497,-6,
0.498,-6,
0.499,-6,
0.5,-6.1,
0.501,-6.3,
0.502,-6.4,
0.503,-6.5,
0.504,-6.5,
0.505,-6.4,
0.506,-6.3,
0.507,-6.1,
0.508,-6.1,
0.509,-6.1,
0.51,-6,
0.511,-6,
0.512,-6.1,
0.513,-6.3,
0.514,-6.5,
0.515,-6.6,
0.516,-6.8,
0.517,-6.7,
0.518,-6.7,
0.519,-6.6,
0.52,-6.6,
0.521,-6.6,
0.522,-6.6,
0.523,-6.4,
0.524,-6,
0.525,-5.6,
0.526,-5.2,
0.527,-4.9,
0.528,-4.7,
0.529,-4.6,
0.53,-4.4,
0.531,-4.3,
0.532,-4.3,
0.533,-4.4,
0.534,-4.5,
0.535,-4.7,
0.536,-4.9,
0.537,-5.1,
0.538,-5.3,
0.539,-5.6,
0.54,-5.9,
0.541,-6,
0.542,-6.2,
0.543,-6.3,
0.544,-6.4,
0.545,-6.4,
0.546,-6.4,
0.547,-6.5,
0.548,-6.4,
0.549,-6.4,
0.55,-6.3,
0.551,-6.3,
0.552,-6.1,
0.553,-6,
0.554,-5.9,
0.555,-5.8,
0.556,-5.7,
0.557,-5.7,
0.558,-5.7,
0.559,-5.7,
0.56,-5.7,
0.561,-5.7,
0.562,-5.7,
0.563,-5.7,
0.564,-5.8,
0.565,-5.9,
0.566,-6,
0.567,-6.1,
0.568,-6.2,
0.569,-6.2,
0.57,-6.2,
0.571,-6.2,
0.572,-6.3,
0.573,-6.3,
0.574,-6.2,
0.575,-6.1,
0.576,-6,
0.577,-5.9,
0.578,-5.8,
0.579,-5.8,
0.58,-5.8,
0.581,-5.7,
0.582,-5.7,
0.583,-5.7,
0.584,-5.8,
0.585,-5.9,
0.586,-6,
0.587,-6.1,
0.588,-6.1,
0.589,-6.1,
0.59,-6,
0.591,-6,
0.592,-5.8,
0.593,-5.7,
0.594,-5.5,
0.595,-5.3,
0.596,-5.1,
0.597,-4.9,
0.598,-4.8,
0.599,-4.7,
0.6,-4.5,
0.601,-4.4,
0.602,-4.2,
0.603,-4.1,
0.604,-4.1,
0.605,-4.1,
0.606,-4.2,
0.607,-4.3,
0.608,-4.3,
0.609,-4.3,
0.61,-4.4,
0.611,-4.4,
0.612,-4.4,
0.613,-4.4,
0.614,-4.2,
0.615,-4,
0.616,-3.8,
0.617,-3.6,
0.618,-3.4,
0.619,-3.2,
0.62,-3,
0.621,-2.9,
0.622,-2.8,
0.623,-2.7,
0.624,-2.7,
0.625,-2.6,
0.626,-2.5,
0.627,-2.5,
0.628,-2.4,
0.629,-2.4,
0.63,-2.5,
0.631,-2.5,
0.632,-2.5,
0.633,-2.4,
0.634,-2.4,
0.635,-2.4,
0.636,-2.3,
0.637,-2.2,
0.638,-2,
0.639,-1.9,
0.64,-1.7,
0.641,-1.6,
0.642,-1.5,
0.643,-1.4,
0.644,-1.3,
0.645,-1.2,
0.646,-1.1,
0.647,-1,
0.648,-0.9,
0.649,-0.9,
0.65,-0.8,
0.651,-0.8,
0.652,-0.8,
0.653,-0.8,
0.654,-0.8,
0.655,-0.7,
0.656,-0.7,
0.657,-0.7,
0.658,-0.6,
0.659,-0.6,
0.66,-0.5,
0.661,-0.3,
0.662,-0.2,
0.663,-0.2,
0.664,-0.3,
0.665,-0.5,
0.666,-0.8,
0.667,-1,
0.668,-1.2,
0.669,-1.3,
0.67,-1.5,
0.671,-1.5,
0.672,-1.6,
0.673,-1.5,
0.674,-1.5,
0.675,-1.4,
0.676,-1.2,
0.677,-1.1,
0.678,-0.9,
0.679,-0.8,
0.68,-0.5,
0.681,-0.3,
0.682,-0.2,
0.683,-0.1,
0.684,0,
0.685,0.1,
0.686,0.1,
0.687,0.1,
0.688,0,
0.689,-0.2,
0.69,-0.4,
0.691,-0.6,
0.692,-0.8,
0.693,-0.9,
0.694,-1,
0.695,-1.1,
0.696,-1.3,
0.697,-1.4,
0.698,-1.4,
0.699,-1.4,
0.7,-1.4,
0.701,-1.3,
0.702,-1.2,
0.703,-1,
0.704,-0.8,
0.705,-0.4,
0.706,-0.2,
0.707,0,
0.708,0.1,
0.709,0,
0.71,-0.2,
0.711,-0.3,
0.712,-0.3,
0.713,-0.4,
0.714,-0.4,
0.715,-0.4,
0.716,-0.5,
0.717,-0.5,
0.718,-0.5,
0.719,-0.5,
0.72,-0.5,
0.721,-0.4,
0.722,-0.4,
0.723,-0.3,
0.724,-0.3,
0.725,-0.3,
0.726,-0.4,
0.727,-0.4,
0.728,-0.5,
0.729,-0.6,
0.73,-0.7,
0.731,-0.7,
0.732,-0.8,
0.733,-0.7,
0.734,-0.7,
0.735,-0.6,
0.736,-0.5,
0.737,-0.3,
0.738,-0.2,
0.739,-0.1,
0.74,0,
0.741,0.1,
0.742,0.2,
0.743,0.3,
0.744,0.3,
0.745,0.3,
0.746,0.3,
0.747,0.2,
0.748,0.2,
0.749,0.3,
0.75,0.3,
0.751,0.2,
0.752,0.1,
0.753,-0.1,
0.754,-0.1,
0.755,0,
0.756,0,
0.757,-0.1,
0.758,-0.2,
0.759,-0.2,
0.76,0.1,
0.761,0.5,
0.762,0.8,
0.763,1,
0.764,0.9,
0.765,0.7,
0.766,0.5,
0.767,0.4,
0.768,0.2,
0.769,-0.1,
0.77,-0.5,
0.771,-0.9,
0.772,-1.2,
0.773,-1.5,
0.774,-1.9,
0.775,-2.2,
0.776,-2.4,
0.777,-2.4,
0.778,-2.4,
0.779,-2.3,
0.78,-2.3,
0.781,-2.3,
0.782,-2.4,
0.783,-2.8,
0.784,-3.2,
0.785,-3.9,
0.786,-4.7,
0.787,-5.5,
0.788,-6.2,
0.789,-6.8,
0.79,-7.4,
0.791,-7.9,
0.792,-8.1,
0.793,-7.8,
0.794,-7,
0.795,-5.9,
0.796,-4.7,
0.797,-3.5,
0.798,-2.5,
0.799,-1.6,
0.8,-0.7,
0.801,0.1,
0.802,0.7,
0.803,1,
0.804,1.2,
0.805,1.2,
0.806,1.1,
0.807,0.8,
0.808,0.5,
0.809,0.1,
0.81,-0.3,
0.811,-0.7,
0.812,-1.1,
0.813,-1.5,
0.814,-1.7,
0.815,-1.8,
0.816,-1.9,
0.817,-2,
0.818,-2,
0.819,-2,
0.82,-2,
0.821,-1.9,
0.822,-1.7,
0.823,-1.7,
0.824,-1.6,
0.825,-1.7,
0.826,-1.8,
0.827,-1.9,
0.828,-2,
0.829,-2,
0.83,-2.1,
0.831,-2.2,
0.832,-2.5,
0.833,-2.7,
0.834,-2.9,
0.835,-3.1,
0.836,-3.2,
0.837,-3.3,
0.838,-3.3,
0.839,-3.3,
0.84,-3.3,
0.841,-3.3,
0.842,-3.3,
0.843,-3.3,
0.844,-3.2,
0.845,-3,
0.846,-2.9,
0.847,-2.8,
0.848,-2.8,
0.849,-2.9,
0.85,-3.1,
0.851,-3.4,
0.852,-3.7,
0.853,-4,
0.854,-4.4,
0.855,-4.8,
0.856,-5,
0.857,-5.2,
0.858,-5.2,
0.859,-5.2,
0.86,-5.2,
0.861,-5.1,
0.862,-5,
0.863,-4.9,
0.864,-4.7,
0.865,-4.5,
0.866,-4.3,
0.867,-4.2,
0.868,-4.1,
0.869,-4.1,
0.87,-4,
0.871,-4,
0.872,-4,
0.873,-4,
0.874,-4.1,
0.875,-4.1,
0.876,-4.1,
0.877,-4.1,
0.878,-4.2,
0.879,-4.3,
0.88,-4.4,
0.881,-4.5,
0.882,-4.6,
0.883,-4.7,
0.884,-5,
0.885,-5.4,
0.886,-5.9,
0.887,-6.3,
0.888,-6.7,
0.889,-7,
0.89,-7.2,
0.891,-7.3,
0.892,-7.5,
0.893,-7.5,
0.894,-7.4,
0.895,-7.2,
0.896,-6.9,
0.897,-6.6,
0.898,-6.3,
0.899,-6,
0.9,-5.8,
0.901,-5.6,
0.902,-5.5,
0.903,-5.4,
0.904,-5.2,
0.905,-5.1,
0.906,-4.8,
0.907,-4.6,
0.908,-4.3,
0.909,-4,
0.91,-3.8,
0.911,-3.4,
0.912,-2.9,
0.913,-2.4,
0.914,-1.8,
0.915,-1.4,
0.916,-1.2,
0.917,-1.1,
0.918,-1,
0.919,-0.9,
0.92,-0.8,
0.921,-0.8,
0.922,-0.9,
0.923,-0.9,
0.924,-0.8,
0.925,-0.8,
0.926,-0.7,
0.927,-0.7,
0.928,-0.6,
0.929,-0.6,
0.93,-0.6,
0.931,-0.7,
0.932,-1,
0.933,-1.5,
0.934,-2,
0.935,-2.4,
0.936,-2.8,
0.937,-3.1,
0.938,-3.5,
0.939,-3.8,
0.94,-3.8,
0.941,-3.7,
0.942,-3.3,
0.943,-2.9,
0.944,-2.6,
0.945,-2.3,
0.946,-2,
0.947,-1.7,
0.948,-1.4,
0.949,-1.1,
0.95,-0.8,
0.951,-0.7,
0.952,-0.5,
0.953,-0.4,
0.954,-0.4,
0.955,-0.3,
0.956,-0.3,
0.957,-0.3,
0.958,-0.2,
0.959,-0.1,
0.96,0.1,
0.961,0.3,
0.962,0.6,
0.963,0.8,
0.964,1,
0.965,1.1,
0.966,1.1,
0.967,1.1,
0.968,1,
0.969,0.9,
0.97,0.6,
0.971,0.4,
0.972,0.1,
0.973,0,
0.974,-0.2,
0.975,-0.4,
0.976,-0.7,
0.977,-0.9,
0.978,-1,
0.979,-0.8,
0.98,-0.4,
0.981,0.1,
0.982,0.8,
0.983,1.5,
0.984,2.3,
0.985,3.4,
0.986,4.5,
0.987,5.6,
0.988,6.4,
0.989,7,
0.99,7.3,
0.991,7.6,
0.992,7.8,
0.993,7.9,
0.994,7.9,
0.995,7.6,
0.996,7.2,
0.997,6.8,
0.998,6.6,
0.999,6.5,
1,6.5,
1.001,6.6,
1.002,6.6,
1.003,6.8,
1.004,7.1,
1.005,7.6,
1.006,8.2,
1.007,8.7,
1.008,9,
1.009,9.3,
1.01,9.5,
1.011,9.7,
1.012,9.8,
1.013,9.8,
1.014,9.6,
1.015,9.2,
1.016,8.8,
1.017,8.4,
1.018,8,
1.019,7.7,
1.02,7.3,
1.021,6.9,
1.022,6.7,
1.023,6.7,
1.024,7,
1.025,7.3,
1.026,7.6,
1.027,7.8,
1.028,7.9,
1.029,8,
1.03,8.1,
1.031,8,
1.032,7.5,
1.033,6.7,
1.034,5.6,
1.035,4.5,
1.036,3.3,
1.037,2.1,
1.038,0.9,
1.039,-0.5,
1.04,-2,
1.041,-3.4,
1.042,-4.9,
1.043,-6.4,
1.044,-8.2,
1.045,-10,
1.046,-12,
1.047,-14.2,
1.048,-16.5,
1.049,-19,
1.05,-21.7,
1.051,-24.7,
1.052,-27.8,
1.053,-31.3,
1.054,-34.9,
1.055,-38.6,
1.056,-42.2,
1.057,-45.6,
1.058,-48.9,
1.059,-52.1,
1.06,-55.3,
1.061,-58.3,
1.062,-61,
1.063,-63.1,
1.064,-64.6,
1.065,-65.4,
1.066,-65.7,
1.067,-65.6,
1.068,-65,
1.069,-64,
1.07,-62.5,
1.071,-60.5,
1.072,-58,
1.073,-55.1,
1.074,-51.8,
1.075,-48.1,
1.076,-44.2,
1.077,-39.9,
1.078,-35.5,
1.079,-30.9,
1.08,-26.3,
1.081,-21.8,
1.082,-17.4,
1.083,-13.2,
1.084,-9.2,
1.085,-5.4,
1.086,-1.9,
1.087,1.1,
1.088,3.6,
1.089,5.8,
1.09,7.5,
1.091,9,
1.092,10.1,
1.093,11,
1.094,11.6,
1.095,12.1,
1.096,12.5,
1.097,12.8,
1.098,13,
1.099,13.1,
1.1,13.1,
1.101,13,
1.102,12.9,
1.103,12.6,
1.104,12.2,
1.105,11.6,
1.106,10.9,
1.107,10.1,
1.108,9.4,
1.109,8.7,
1.11,8,
1.111,7.3,
1.112,6.7,
1.113,6.1,
1.114,5.7,
1.115,5.4,
1.116,5.2,
1.117,5.1,
1.118,4.9,
1.119,4.7,
1.12,4.5,
1.121,4.3,
1.122,4.2,
1.123,4,
1.124,3.8,
1.125,3.4,
1.126,3.1,
1.127,2.7,
1.128,2.4,
1.129,2,
1.13,1.6,
1.131,1.1,
1.132,0.6,
1.133,0.1,
1.134,-0.4,
1.135,-0.8,
1.136,-1.2,
1.137,-1.5,
1.138,-1.7,
1.139,-2,
1.14,-2.1,
1.141,-2.1,
1.142,-2.1,
1.143,-2,
1.144,-1.9,
1.145,-1.7,
1.146,-1.5,
1.147,-1.3,
1.148,-0.9,
1.149,-0.4,
1.15,0.1,
1.151,0.5,
1.152,0.9,
1.153,1.2,
1.154,1.4,
1.155,1.6,
1.156,1.7,
1.157,1.7,
1.158,1.7,
1.159,1.5,
1.16,1.4,
1.161,1.1,
1.162,1,
1.163,0.9,
1.164,0.8,
1.165,0.6,
1.166,0.5,
1.167,0.5,
1.168,0.5,
1.169,0.6,
1.17,0.7,
1.171,0.8,
1.172,0.8,
1.173,0.8,
1.174,0.8,
1.175,0.9,
1.176,0.9,
1.177,0.8,
1.178,0.5,
1.179,0.3,
1.18,-0.1,
1.181,-0.5,
1.182,-0.9,
1.183,-1.4,
1.184,-1.9,
1.185,-2.3,
1.186,-2.8,
1.187,-3.2,
1.188,-3.5,
1.189,-3.7,
1.19,-3.9,
1.191,-4,
1.192,-4.1,
1.193,-4.3,
1.194,-4.5,
1.195,-4.5,
1.196,-4.3,
1.197,-4,
1.198,-3.5,
1.199,-3.1,
1.2,-2.6,
1.201,-2.2,
1.202,-1.7,
1.203,-1.2,
1.204,-0.6,
1.205,0,
1.206,0.6,
1.207,1.1,
1.208,1.4,
1.209,1.6,
1.21,1.8,
1.211,2,
1.212,2.1,
1.213,2.1,
1.214,2,
1.215,1.9,
1.216,1.7,
1.217,1.5,
1.218,1.3,
1.219,1.1,
1.22,0.9,
1.221,0.7,
1.222,0.4,
1.223,0.2,
1.224,0,
1.225,-0.3,
1.226,-0.5,
1.227,-0.8,
1.228,-1,
1.229,-1.2,
1.23,-1.5,
1.231,-1.7,
1.232,-2.1,
1.233,-2.6,
1.234,-3,
1.235,-3.4,
1.236,-3.7,
1.237,-4,
1.238,-4.3,
1.239,-4.5,
1.24,-4.8,
1.241,-4.9,
1.242,-5,
1.243,-4.9,
1.244,-4.8,
1.245,-4.5,
1.246,-4.1,
1.247,-3.7,
1.248,-3.2,
1.249,-2.5,
1.25,-1.7,
1.251,-1,
1.252,-0.4,
1.253,0.1,
1.254,0.4,
1.255,0.6,
1.256,0.8,
1.257,0.9,
1.258,0.9,
1.259,0.6,
1.26,0.1,
1.261,-0.6,
1.262,-1.3,
1.263,-1.9,
1.264,-2.4,
1.265,-2.8,
1.266,-3.2,
1.267,-3.5,
1.268,-3.6,
1.269,-3.6,
1.27,-3.6,
1.271,-3.6,
1.272,-3.8,
1.273,-3.9,
1.274,-4,
1.275,-4.1,
1.276,-4.1,
1.277,-4.1,
1.278,-4.1,
1.279,-4.2,
1.28,-4.2,
1.281,-4.4,
1.282,-4.7,
1.283,-5,
1.284,-5.4,
1.285,-5.9,
1.286,-6.4,
1.287,-7,
1.288,-7.8,
1.289,-8.6,
1.29,-9.5,
1.291,-10.4,
1.292,-11.1,
1.293,-11.6,
1.294,-11.8,
1.295,-11.7,
1.296,-11.4,
1.297,-11,
1.298,-10.6,
1.299,-10.1,
1.3,-9.6,
1.301,-9.1,
1.302,-8.7,
1.303,-8.4,
1.304,-8,
1.305,-7.8,
1.306,-7.4,
1.307,-7.1,
1.308,-6.7,
1.309,-6.4,
1.31,-6.1,
1.311,-5.9,
1.312,-5.5,
1.313,-5.1,
1.314,-4.6,
1.315,-4.1,
1.316,-3.6,
1.317,-3.2,
1.318,-2.9,
1.319,-2.6,
1.32,-2.3,
1.321,-2.1,
1.322,-2.2,
1.323,-2.4,
1.324,-2.9,
1.325,-3.4,
1.326,-3.9,
1.327,-4.3,
1.328,-4.6,
1.329,-4.9,
1.33,-5.1,
1.331,-5.2,
1.332,-5.1,
1.333,-4.8,
1.334,-4.5,
1.335,-4.2,
1.336,-3.9,
1.337,-3.6,
1.338,-3.4,
1.339,-3.1,
1.34,-3,
1.341,-3.1,
1.342,-3.3,
1.343,-3.6,
1.344,-4,
1.345,-4.3,
1.346,-4.6,
1.347,-5,
1.348,-5.4,
1.349,-5.8,
1.35,-6.2,
1.351,-6.5,
1.352,-6.8,
1.353,-7.1,
1.354,-7.2,
1.355,-7.4,
1.356,-7.5,
1.357,-7.6,
1.358,-7.6,
1.359,-7.6,
1.36,-7.5,
1.361,-7.3,
1.362,-7.2,
1.363,-7.1,
1.364,-7,
1.365,-7.1,
1.366,-7.1,
1.367,-7.2,
1.368,-7.3,
1.369,-7.4,
1.37,-7.4,
1.371,-7.4,
1.372,-7.4,
1.373,-7.4,
1.374,-7.3,
1.375,-7.2,
1.376,-7,
1.377,-6.9,
1.378,-6.6,
1.379,-6.4,
1.38,-6.1,
1.381,-5.8,
1.382,-5.5,
1.383,-5.2,
1.384,-4.9,
1.385,-4.7,
1.386,-4.6,
1.387,-4.5,
1.388,-4.4,
1.389,-4.4,
1.39,-4.4,
1.391,-4.5,
1.392,-4.7,
1.393,-4.9,
1.394,-5.2,
1.395,-5.5,
1.396,-5.8,
1.397,-6,
1.398,-6.1,
1.399,-6.1,
1.4,-6.1,
1.401,-6.1,
1.402,-6,
1.403,-5.7,
1.404,-5.4,
1.405,-5,
1.406,-4.6,
1.407,-4.2,
1.408,-3.9,
1.409,-3.6,
1.41,-3.5,
1.411,-3.3,
1.412,-3.1,
1.413,-2.9,
1.414,-2.9,
1.415,-3,
1.416,-3.2,
1.417,-3.5,
1.418,-3.8,
1.419,-4.1,
1.42,-4.3,
1.421,-4.6,
1.422,-4.9,
1.423,-5.2,
1.424,-5.4,
1.425,-5.5,
1.426,-5.6,
1.427,-5.6,
1.428,-5.5,
1.429,-5.5,
1.43,-5.3,
1.431,-5.1,
1.432,-4.9,
1.433,-4.8,
1.434,-4.6,
1.435,-4.5,
1.436,-4.3,
1.437,-4.1,
1.438,-4.1,
1.439,-4,
1.44,-4.1,
1.441,-4.1,
1.442,-4.1,
1.443,-4,
1.444,-3.9,
1.445,-3.7,
1.446,-3.6,
1.447,-3.3,
1.448,-3,
1.449,-2.6,
1.45,-2.2,
1.451,-1.9,
1.452,-1.7,
1.453,-1.4,
1.454,-0.9,
1.455,-0.4,
1.456,-0.2,
1.457,-0.2,
1.458,-0.3,
1.459,-0.3,
1.46,0.2,
1.461,0.9,
1.462,1.6,
1.463,2.1,
1.464,2.1,
