Time,Amplitude,F_Sampling
1.202,1.5,
1.203,2.3,
1.204,2.9,
1.205,3.2,
1.206,3.5,
1.207,3.6,
1.208,3.4,
1.209,2.6,
1.21,1.1,
1.211,-0.8,
1.212,-2.8,
1.213,-4.8,
1.214,-6.8,
1.215,-8.8,
1.216,-10.8,
1.217,-12.5,
1.218,-13.7,
1.219,-14.2,
1.22,-13.9,
1.221,-13.2,
1.222,-12.2,
1.223,-11,
1.224,-9.6,
1.225,-8,
1.226,-6.3,
1.227,-4.7,
1.228,-3.6,
1.229,-2.9,
1.23,-2.6,
1.231,-2.3,
1.232,-2.1,
1.233,-1.9,
1.234,-2,
1.235,-2.1,
1.236,-2.2,
1.237,-2,
1.238,-1.6,
1.239,-1.1,
1.24,-0.9,
1.241,-0.7,
1.242,-0.6,
1.243,-0.4,
1.244,-0.3,
1.245,-0.6,
1.246,-1.3,
1.247,-2.3,
1.248,-3.3,
1.249,-4.3,
1.25,-5.3,
1.251,-6.3,
1.252,-7.3,
1.253,-8.2,
1.254,-8.8,
1.255,-9.1,
1.256,-9.3,
1.257,-9.5,
1.258,-9.6,
1.259,-9.7,
1.26,-9.7,
1.261,-9.6,
1.262,-9.6,
1.263,-9.6,
1.264,-9.5,
1.265,-9.4,
1.266,-9.2,
1.267,-9.1,
1.268,-9,
1.269,-9,
1.27,-9,
1.271,-9.3,
1.272,-9.9,
1.273,-10.7,
1.274,-11.7,
1.275,-12.7,
1.276,-13.4,
1.277,-14,
1.278,-14.4,
1.279,-14.7,
1.28,-14.7,
1.281,-14.4,
1.282,-13.8,
1.283,-13.1,
1.284,-12.3,
1.285,-11.7,
1.286,-11.2,
1.287,-10.7,
1.288,-10.2,
1.289,-9.7,
1.29,-9.3,
1.291,-9,
1.292,-8.6,
1.293,-8.2,
1.294,-7.7,
1.295,-7.1,
1.296,-6.7,
1.297,-6.4,
1.298,-6.3,
1.299,-6.1,
1.3,-6,
1.301,-6,
1.302,-6.1,
1.303,-6.4,
1.304,-6.7,
1.305,-7.2,
1.306,-7.6,
1.307,-8.2,
1.308,-8.9,
1.309,-9.8,
1.31,-10.7,
1.311,-11.5,
1.312,-12,
1.313,-12.2,
1.314,-12.2,
1.315,-12.1,
1.316,-11.9,
1.317,-11.5,
1.318,-11.1,
1.319,-10.5,
1.32,-10,
1.321,-9.8,
1.322,-9.9,
1.323,-10.2,
1.324,-10.5,
1.325,-10.7,
1.326,-10.9,
1.327,-11.5,
1.328,-12.4,
1.329,-13.3,
1.33,-13.4,
1.331,-12.8,
1.332,-12,
1.333,-11.9,
1.334,-12.9,
1.335,-14,
1.336,-14,
1.337,-12.2,
1.338,-9.1,
1.339,-6.3,
1.34,-4.8,
1.341,-4.9,
1.342,-5.7,
1.343,-6.3,
1.344,-6.5,
1.345,-7,
1.346,-8,
1.347,-9.4,
1.348,-10.6,
1.349,-11.5,
1.35,-12,
1.351,-12.5,
1.352,-13.1,
1.353,-13.5,
1.354,-13.7,
1.355,-13.6,
1.356,-13.5,
1.357,-13.5,
1.358,-13.8,
1.359,-14.2,
1.36,-14.7,
1.361,-15.3,
1.362,-16.2,
1.363,-17.4,
1.364,-18.6,
1.365,-19.7,
1.366,-20.7,
1.367,-21.5,
1.368,-22.2,
1.369,-22.8,
1.37,-23.2,
1.371,-23.5,
1.372,-23.4,
1.373,-23.1,
1.374,-22.5,
1.375,-21.6,
1.376,-20.7,
1.377,-19.6,
1.378,-18.6,
1.379,-17.4,
1.38,-15.9,
1.381,-14.2,
1.382,-12.4,
1.383,-10.6,
1.384,-9.2,
1.385,-8,
1.386,-7.1,
1.387,-6.4,
1.388,-5.9,
1.389,-5.8,
1.39,-6.1,
1.391,-6.7,
1.392,-7.6,
1.393,-8.3,
1.394,-8.9,
1.395,-9.5,
1.396,-10.1,
1.397,-10.8,
1.398,-11.6,
1.399,-12.4,
1.4,-12.9,
1.401,-13.1,
1.402,-13.1,
1.403,-13.1,
1.404,-13.1,
1.405,-13,
1.406,-12.7,
1.407,-12.3,
1.408,-12,
1.409,-11.8,
1.41,-11.8,
1.411,-11.8,
1.412,-11.8,
1.413,-11.6,
1.414,-11.4,
1.415,-11.1,
1.416,-10.7,
1.417,-10,
1.418,-9.1,
1.419,-8,
1.42,-7,
1.421,-6,
1.422,-5.3,
1.423,-4.5,
1.424,-3.9,
1.425,-3.3,
1.426,-2.9,
1.427,-2.8,
1.428,-2.9,
1.429,-3.1,
1.43,-3,
1.431,-2.8,
1.432,-2.5,
1.433,-2.4,
1.434,-2.5,
1.435,-2.6,
1.436,-2.4,
1.437,-1.7,
1.438,-0.9,
1.439,-0.3,
1.44,-0.1,
1.441,-0.2,
1.442,-0.7,
1.443,-1.1,
1.444,-1.5,
1.445,-2.1,
1.446,-2.7,
1.447,-3.3,
1.448,-3.5,
1.449,-3.4,
1.45,-3,
1.451,-2.6,
1.452,-2.1,
1.453,-1.4,
1.454,-0.6,
1.455,0.1,
1.456,0.6,
1.457,0.8,
1.458,0.7,
1.459,0.5,
1.46,0.3,
1.461,-0.1,
1.462,-0.7,
