Time,Amplitude,F_Sampling
0.169,3.4,
0.17,3.3,
0.171,3.1,
0.172,3,
0.173,3,
0.174,3,
0.175,3,
0.176,3.2,
0.177,3.3,
0.178,3.5,
0.179,3.8,
0.18,4.1,
0.181,4.5,
0.182,4.9,
0.183,5.3,
0.184,5.7,
0.185,6,
0.186,6.3,
0.187,6.5,
0.188,6.8,
0.189,7,
0.19,7.1,
0.191,7.1,
0.192,7.1,
0.193,7,
0.194,6.9,
0.195,6.8,
0.196,6.6,
0.197,6.4,
0.198,6.1,
0.199,5.9,
0.2,5.5,
0.201,5.2,
0.202,5,
0.203,4.7,
0.204,4.5,
0.205,4.3,
0.206,4.1,
0.207,4,
0.208,4,
0.209,4,
0.21,4.1,
0.211,4.3,
0.212,4.4,
0.213,4.4,
0.214,4.5,
0.215,4.5,
0.216,4.6,
0.217,4.6,
0.218,4.7,
0.219,4.8,
0.22,5,
0.221,5.3,
0.222,5.7,
0.223,6.2,
0.224,6.7,
0.225,7.3,
0.226,8,
0.227,8.8,
0.228,9.7,
0.229,10.7,
0.23,11.6,
0.231,12.5,
0.232,13.5,
0.233,14.5,
0.234,15.6,
0.235,16.7,
0.236,17.6,
0.237,18.2,
0.238,18.7,
0.239,18.9,
0.24,19,
0.241,18.9,
0.242,18.3,
0.243,17.2,
0.244,15.4,
0.245,12.9,
0.246,9.7,
0.247,6,
0.248,2,
0.249,-2.1,
0.25,-5.8,
0.251,-8.9,
0.252,-11.1,
0.253,-12.4,
0.254,-12.8,
0.255,-12.6,
0.256,-12.1,
0.257,-11.5,
0.258,-11.1,
0.259,-11.2,
0.26,-11.7,
0.261,-12.7,
0.262,-14,
0.263,-15.6,
0.264,-17.4,
0.265,-19.4,
0.266,-21.6,
0.267,-23.8,
0.268,-26.1,
0.269,-28.6,
0.27,-31.2,
0.271,-33.9,
0.272,-36.8,
0.273,-39.6,
0.274,-42.3,
0.275,-44.8,
0.276,-47,
0.277,-48.7,
0.278,-49.8,
0.279,-50.1,
0.28,-49.4,
0.281,-47.8,
0.282,-45.2,
0.283,-41.5,
0.284,-37,
0.285,-31.7,
0.286,-25.9,
0.287,-19.7,
0.288,-13.4,
0.289,-7.1,
0.29,-1.1,
0.291,4.6,
0.292,9.7,
0.293,14.1,
0.294,17.9,
0.295,21.1,
0.296,23.7,
0.297,25.7,
0.298,27.1,
0.299,28,
0.3,28.4,
0.301,28.5,
0.302,28.3,
0.303,27.8,
0.304,27.2,
0.305,26.5,
0.306,25.7,
0.307,24.7,
0.308,23.6,
0.309,22.6,
0.31,21.6,
0.311,20.7,
0.312,19.8,
0.313,19,
0.314,18.1,
0.315,17.2,
0.316,16.4,
0.317,15.6,
0.318,14.8,
0.319,14.1,
0.32,13.3,
0.321,12.3,
0.322,11.4,
0.323,10.4,
0.324,9.4,
0.325,8.5,
0.326,7.6,
0.327,6.6,
0.328,5.7,
0.329,4.9,
0.33,4.2,
0.331,3.7,
0.332,3.1,
0.333,2.5,
0.334,1.8,
0.335,1.1,
0.336,0.5,
0.337,0.1,
0.338,-0.1,
0.339,-0.3,
0.34,-0.3,
0.341,-0.3,
0.342,0,
0.343,0.6,
0.344,1.3,
0.345,2.1,
0.346,3.1,
0.347,4.2,
0.348,5.4,
0.349,6.5,
0.35,7.5,
0.351,8.3,
0.352,8.8,
0.353,9.4,
0.354,10.1,
0.355,10.7,
0.356,11.1,
0.357,10.9,
0.358,10.2,
0.359,9.1,
0.36,7.8,
0.361,6.4,
0.362,5.1,
0.363,3.9,
0.364,3,
0.365,2.5,
0.366,2.2,
0.367,2.1,
0.368,2.1,
0.369,2.2,
0.37,2.3,
0.371,2.4,
0.372,2.6,
0.373,2.7,
0.374,2.7,
0.375,2.8,
0.376,2.8,
0.377,2.9,
0.378,2.9,
0.379,2.8,
0.38,2.7,
0.381,2.6,
0.382,2.7,
0.383,2.7,
0.384,2.7,
0.385,2.6,
0.386,2.5,
0.387,2.4,
0.388,2.3,
0.389,2.3,
0.39,2.2,
0.391,2.1,
0.392,1.9,
0.393,1.7,
0.394,1.6,
0.395,1.4,
0.396,1.2,
0.397,1.1,
0.398,0.9,
0.399,0.7,
0.4,0.5,
0.401,0.4,
0.402,0.3,
0.403,0.2,
0.404,0.1,
0.405,0,
0.406,-0.1,
0.407,-0.1,
0.408,-0.1,
0.409,-0.1,
0.41,-0.1,
0.411,-0.1,
0.412,-0.1,
0.413,-0.1,
0.414,-0.2,
0.415,-0.3,
0.416,-0.3,
0.417,-0.3,
0.418,0,
0.419,0.3,
0.42,0.7,
0.421,1.1,
0.422,1.6,
0.423,2.1,
0.424,2.6,
0.425,3,
0.426,3.4,
0.427,3.7,
0.428,4,
0.429,4.2,
0.43,4.1,
0.431,3.8,
0.432,3.5,
0.433,3.4,
0.434,3.6,
0.435,3.9,
0.436,3.9,
0.437,3.6,
0.438,2.9,
0.439,2.2,
0.44,1.8,
0.441,1.8,
0.442,1.9,
0.443,1.9,
0.444,1.6,
0.445,1.4,
0.446,1.1,
0.447,1,
0.448,1,
0.449,1,
0.45,1.1,
0.451,1.1,
0.452,1.3,
0.453,1.5,
0.454,1.8,
0.455,2.3,
0.456,2.7,
0.457,3.2,
0.458,3.7,
0.459,4.2,
0.46,4.7,
0.461,5.2,
0.462,5.8,
0.463,6.2,
0.464,6.6,
0.465,6.8,
0.466,6.9,
0.467,7,
0.468,7.1,
0.469,7.1,
0.47,7,
0.471,6.9,
0.472,6.8,
0.473,6.6,
0.474,6.5,
0.475,6.3,
0.476,6.1,
0.477,5.9,
0.478,5.8,
0.479,5.6,
0.48,5.5,
0.481,5.4,
0.482,5.2,
0.483,5.1,
0.484,4.9,
0.485,4.8,
0.486,4.7,
0.487,4.6,
0.488,4.5,
0.489,4.3,
0.49,4.2,
0.491,4.2,
0.492,4.1,
0.493,4.2,
0.494,4.2,
0.495,4.1,
0.496,4.1,
0.497,4.1,
0.498,4.1,
0.499,4,
0.5,3.9,
0.501,3.8,
0.502,3.5,
0.503,3.2,
0.504,2.9,
0.505,2.7,
0.506,2.4,
0.507,2.2,
0.508,2,
0.509,1.7,
0.51,1.6,
0.511,1.5,
0.512,1.5,
0.513,1.5,
0.514,1.5,
0.515,1.5,
0.516,1.7,
0.517,1.9,
0.518,2.2,
0.519,2.4,
0.52,2.7,
0.521,3,
0.522,3.3,
0.523,3.6,
0.524,3.9,
0.525,4,
0.526,4.1,
0.527,4.1,
0.528,4.2,
0.529,4.1,
0.53,3.8,
0.531,3.2,
0.532,2.6,
0.533,2.3,
0.534,2.6,
0.535,2.9,
0.536,2.9,
0.537,2.3,
0.538,1.2,
0.539,0.2,
0.54,-0.4,
0.541,-0.4,
0.542,-0.1,
0.543,0.1,
0.544,0.2,
0.545,0.5,
0.546,0.9,
0.547,1.6,
0.548,2.2,
0.549,2.7,
0.55,3.1,
0.551,3.5,
0.552,3.9,
0.553,4.2,
0.554,4.4,
0.555,4.4,
0.556,4.3,
0.557,4.3,
0.558,4.1,
0.559,3.9,
0.56,3.6,
0.561,3.3,
0.562,3,
0.563,2.6,
0.564,2.1,
0.565,1.6,
0.566,1.1,
0.567,0.5,
0.568,0,
0.569,-0.5,
0.57,-1.1,
0.571,-1.7,
0.572,-2.2,
0.573,-2.6,
0.574,-2.8,
0.575,-2.9,
0.576,-2.9,
0.577,-2.9,
0.578,-2.9,
0.579,-2.8,
0.58,-2.6,
0.581,-2.5,
0.582,-2.4,
0.583,-2.4,
0.584,-2.5,
0.585,-2.8,
0.586,-3.1,
0.587,-3.4,
0.588,-3.9,
0.589,-4.4,
0.59,-5,
0.591,-5.7,
0.592,-6.2,
0.593,-6.6,
0.594,-7,
0.595,-7.2,
0.596,-7.4,
0.597,-7.6,
0.598,-7.6,
0.599,-7.6,
0.6,-7.5,
0.601,-7.4,
0.602,-7.3,
0.603,-7.2,
0.604,-7.2,
0.605,-7.1,
0.606,-7,
0.607,-7,
0.608,-7,
0.609,-6.9,
0.61,-6.8,
0.611,-6.7,
0.612,-6.6,
0.613,-6.5,
0.614,-6.5,
0.615,-6.5,
0.616,-6.5,
0.617,-6.7,
0.618,-6.9,
0.619,-7.1,
0.62,-7.4,
0.621,-7.6,
0.622,-7.9,
0.623,-8.1,
0.624,-8.3,
0.625,-8.3,
0.626,-8.2,
0.627,-8.1,
0.628,-7.8,
0.629,-7.5,
0.63,-6.9,
0.631,-6.1,
0.632,-5.2,
0.633,-4.7,
0.634,-4.7,
0.635,-4.9,
0.636,-4.9,
0.637,-4.4,
0.638,-3.6,
0.639,-2.9,
0.64,-2.7,
0.641,-3,
0.642,-3.6,
0.643,-4.1,
0.644,-4.3,
0.645,-4.5,
0.646,-4.6,
0.647,-4.8,
0.648,-4.8,
0.649,-4.6,
0.65,-4.3,
0.651,-4,
0.652,-3.6,
0.653,-3.3,
0.654,-2.9,
0.655,-2.6,
0.656,-2.3,
0.657,-2,
0.658,-1.8,
0.659,-1.5,
0.66,-1.3,
0.661,-1.1,
0.662,-0.9,
0.663,-0.8,
0.664,-0.5,
0.665,-0.3,
0.666,0,
0.667,0.3,
0.668,0.4,
0.669,0.5,
0.67,0.6,
0.671,0.6,
0.672,0.4,
0.673,0.1,
0.674,-0.3,
0.675,-0.7,
0.676,-1.1,
0.677,-1.6,
0.678,-2.1,
0.679,-2.7,
0.68,-3.2,
0.681,-3.6,
0.682,-3.9,
0.683,-4,
0.684,-4,
0.685,-4,
0.686,-4,
0.687,-3.9,
0.688,-3.8,
0.689,-3.6,
0.69,-3.3,
0.691,-3,
0.692,-2.6,
0.693,-2.2,
0.694,-1.8,
0.695,-1.4,
0.696,-1.1,
0.697,-0.7,
0.698,-0.2,
0.699,0.2,
0.7,0.5,
0.701,0.7,
0.702,0.8,
0.703,0.7,
0.704,0.5,
0.705,0.3,
0.706,-0.2,
0.707,-0.7,
0.708,-1.2,
0.709,-1.7,
0.71,-2,
0.711,-2.3,
0.712,-2.4,
0.713,-2.4,
0.714,-2.4,
0.715,-2.4,
0.716,-2.3,
0.717,-2.2,
0.718,-2.1,
0.719,-2,
0.72,-1.8,
0.721,-1.7,
0.722,-1.5,
0.723,-1.3,
0.724,-1.1,
0.725,-0.8,
0.726,-0.5,
0.727,-0.1,
0.728,0.3,
0.729,0.8,
0.73,1.2,
0.731,1.5,
0.732,1.8,
0.733,2,
0.734,2.2,
0.735,2.2,
0.736,2.1,
0.737,1.8,
0.738,1.4,
0.739,0.9,
0.74,0.4,
0.741,-0.1,
0.742,-0.5,
0.743,-1,
0.744,-1.4,
0.745,-1.8,
0.746,-2,
0.747,-2.2,
0.748,-2.3,
0.749,-2.4,
0.75,-2.5,
0.751,-2.6,
0.752,-2.5,
0.753,-2.4,
0.754,-2.3,
0.755,-2.1,
0.756,-1.9,
0.757,-1.7,
0.758,-1.5,
0.759,-1.3,
0.76,-1.1,
0.761,-0.9,
0.762,-0.8,
0.763,-0.7,
0.764,-0.6,
0.765,-0.5,
0.766,-0.5,
0.767,-0.5,
0.768,-0.6,
0.769,-0.8,
0.77,-1,
0.771,-1.4,
0.772,-1.8,
0.773,-2.3,
0.774,-2.9,
0.775,-3.6,
0.776,-4.3,
0.777,-5,
0.778,-5.6,
0.779,-6,
0.78,-6.1,
0.781,-5.8,
0.782,-5.2,
0.783,-4.2,
0.784,-2.8,
0.785,-1.2,
0.786,0.6,
0.787,2.4,
0.788,4.2,
0.789,5.7,
0.79,6.8,
0.791,7.5,
0.792,7.9,
0.793,8,
0.794,7.9,
0.795,7.6,
0.796,6.8,
0.797,5.5,
0.798,3.7,
0.799,1.6,
0.8,-0.6,
0.801,-2.7,
0.802,-4.5,
0.803,-5.9,
0.804,-7,
0.805,-7.8,
0.806,-8.3,
0.807,-8.7,
0.808,-8.9,
0.809,-9,
0.81,-9.1,
0.811,-9.1,
0.812,-9.2,
0.813,-9.2,
0.814,-9.3,
0.815,-9.3,
0.816,-9.4,
0.817,-9.6,
0.818,-9.9,
0.819,-10.3,
0.82,-10.8,
0.821,-11.1,
0.822,-11.5,
0.823,-11.8,
0.824,-12.1,
0.825,-12.6,
0.826,-13,
0.827,-13.5,
0.828,-13.8,
0.829,-14.2,
0.83,-14.8,
0.831,-15.4,
0.832,-16.1,
0.833,-16.6,
0.834,-16.7,
0.835,-16.8,
0.836,-17,
0.837,-17.6,
0.838,-18.3,
0.839,-18.9,
0.84,-19.1,
0.841,-18.9,
0.842,-18.5,
0.843,-18.1,
0.844,-17.6,
0.845,-17.1,
0.846,-16.5,
0.847,-15.8,
0.848,-15.3,
0.849,-15,
0.85,-14.8,
0.851,-14.7,
0.852,-14.7,
0.853,-14.9,
0.854,-15.4,
0.855,-16.1,
0.856,-17,
0.857,-17.8,
0.858,-18.5,
0.859,-19.2,
0.86,-19.9,
0.861,-20.6,
0.862,-21,
0.863,-21.3,
0.864,-21.3,
0.865,-21.1,
0.866,-20.7,
0.867,-20.3,
0.868,-19.8,
0.869,-19.2,
0.87,-18.6,
0.871,-17.9,
0.872,-17.3,
0.873,-16.8,
0.874,-16.4,
0.875,-16.1,
0.876,-15.7,
0.877,-15.3,
0.878,-15,
0.879,-14.8,
0.88,-14.5,
0.881,-14.1,
0.882,-13.6,
0.883,-13,
0.884,-12.3,
0.885,-11.6,
0.886,-10.9,
0.887,-10.3,
0.888,-9.6,
0.889,-9.1,
0.89,-8.8,
0.891,-8.5,
0.892,-8.4,
0.893,-8.3,
0.894,-8.1,
0.895,-8.1,
0.896,-8,
0.897,-8,
0.898,-8.1,
0.899,-8.1,
0.9,-8.2,
0.901,-8.2,
0.902,-8,
0.903,-7.8,
0.904,-7.4,
0.905,-6.8,
0.906,-6.2,
0.907,-5.4,
0.908,-4.4,
0.909,-3.2,
0.91,-1.9,
0.911,-0.7,
0.912,0.3,
0.913,1.1,
0.914,1.8,
0.915,2.5,
0.916,3,
0.917,3.4,
0.918,3.5,
0.919,3.4,
0.92,3.3,
0.921,3.3,
0.922,3.2,
0.923,3,
0.924,2.9,
0.925,2.8,
0.926,2.7,
0.927,2.7,
0.928,2.6,
0.929,2.5,
0.93,2.4,
0.931,2.5,
0.932,2.7,
0.933,2.7,
0.934,2.6,
0.935,2.4,
0.936,2.5,
0.937,3,
0.938,3.7,
0.939,4.3,
0.94,4.8,
0.941,5,
0.942,5.1,
0.943,5.3,
0.944,5.5,
0.945,5.7,
0.946,5.6,
0.947,5.4,
0.948,5.1,
0.949,5,
0.95,4.8,
0.951,4.7,
0.952,4.5,
0.953,4.3,
0.954,4.2,
0.955,4.1,
0.956,4.1,
0.957,4,
0.958,3.9,
0.959,3.8,
0.96,3.6,
0.961,3.3,
0.962,3,
0.963,2.6,
0.964,2.2,
0.965,2,
0.966,2,
0.967,2.1,
0.968,2.3,
0.969,2.6,
0.97,2.9,
0.971,3.4,
0.972,4,
0.973,4.7,
0.974,5.3,
0.975,5.8,
0.976,6.2,
0.977,6.5,
0.978,6.6,
0.979,6.7,
0.98,6.7,
0.981,6.6,
0.982,6.4,
0.983,6.2,
0.984,5.9,
0.985,5.8,
0.986,5.6,
0.987,5.4,
0.988,5.2,
0.989,4.9,
0.99,4.6,
0.991,4.3,
0.992,4,
0.993,3.6,
0.994,3.3,
0.995,3.1,
0.996,2.9,
0.997,2.7,
0.998,2.6,
0.999,2.6,
1,2.6,
1.001,2.7,
1.002,2.9,
1.003,3.1,
1.004,3.4,
1.005,3.7,
1.006,4,
1.007,4.4,
1.008,4.8,
1.009,5.2,
1.01,5.7,
1.011,6.1,
1.012,6.5,
1.013,6.8,
1.014,7.1,
1.015,7.3,
1.016,7.5,
1.017,7.7,
1.018,7.8,
1.019,7.7,
1.02,7.6,
1.021,7.4,
1.022,7.2,
1.023,6.9,
1.024,6.5,
1.025,6,
1.026,5.4,
1.027,4.8,
1.028,4.3,
1.029,3.9,
1.03,3.6,
1.031,3.5,
1.032,3.4,
1.033,3.4,
1.034,3.3,
1.035,3.4,
1.036,3.8,
1.037,4.4,
1.038,5.2,
1.039,6.2,
1.04,7.2,
1.041,8.2,
1.042,9.2,
1.043,10.4,
1.044,11.6,
1.045,12.8,
1.046,13.9,
1.047,14.8,
1.048,15.8,
1.049,16.7,
1.05,17.6,
1.051,18.4,
1.052,19.1,
1.053,19.5,
1.054,19.8,
1.055,19.7,
1.056,19.3,
1.057,18.4,
1.058,16.8,
1.059,14.5,
1.06,11.6,
1.061,7.9,
1.062,4,
1.063,-0.1,
1.064,-3.7,
1.065,-6.7,
1.066,-8.8,
1.067,-10,
1.068,-10.5,
1.069,-10.5,
1.07,-10.3,
1.071,-10.4,
1.072,-11,
1.073,-12.2,
1.074,-14,
1.075,-16.3,
1.076,-18.8,
1.077,-21.3,
1.078,-23.9,
1.079,-26.6,
1.08,-29.3,
1.081,-31.9,
1.082,-34.3,
1.083,-36.4,
1.084,-38.5,
1.085,-40.5,
1.086,-42.4,
1.087,-44.1,
1.088,-45.5,
1.089,-46.5,
1.09,-46.9,
1.091,-46.6,
1.092,-45.8,
1.093,-44.2,
1.094,-41.7,
1.095,-38.3,
1.096,-34,
1.097,-29,
1.098,-23.5,
1.099,-17.8,
1.1,-11.9,
1.101,-6.1,
1.102,-0.4,
1.103,4.8,
1.104,9.6,
1.105,13.7,
1.106,17.3,
1.107,20.3,
1.108,22.7,
1.109,24.6,
1.11,25.9,
1.111,26.7,
1.112,27.1,
1.113,27.2,
1.114,27,
1.115,26.5,
1.116,25.8,
1.117,25.2,
1.118,24.5,
1.119,23.9,
1.12,23.4,
1.121,23.1,
1.122,22.7,
1.123,22.4,
1.124,22,
1.125,21.4,
1.126,20.7,
1.127,19.9,
1.128,19.2,
1.129,18.2,
1.13,16.8,
1.131,15,
1.132,13.1,
1.133,11.8,
1.134,11.3,
1.135,11.2,
1.136,10.5,
1.137,8.8,
1.138,6.5,
1.139,4.3,
1.14,3,
1.141,2.5,
1.142,2.4,
1.143,2.2,
1.144,1.9,
1.145,1.7,
1.146,1.9,
1.147,2.4,
1.148,3.2,
1.149,3.8,
1.15,4.3,
1.151,4.9,
1.152,5.6,
1.153,6.3,
1.154,6.8,
1.155,7.1,
1.156,7,
1.157,6.8,
1.158,6.5,
1.159,6,
1.16,5.5,
1.161,4.8,
1.162,4.1,
1.163,3.4,
1.164,2.7,
1.165,2,
1.166,1.5,
1.167,1.2,
1.168,0.8,
1.169,0.5,
1.17,0.2,
1.171,0,
1.172,-0.1,
1.173,0.1,
1.174,0.3,
1.175,0.5,
1.176,0.7,
1.177,0.9,
1.178,1.1,
1.179,1.3,
1.18,1.5,
1.181,1.4,
1.182,1.3,
1.183,1.1,
1.184,1,
1.185,1,
1.186,1.1,
1.187,1.2,
1.188,1.4,
1.189,1.7,
1.19,2,
1.191,2.4,
1.192,2.8,
1.193,3,
1.194,3.2,
1.195,3.3,
1.196,3.3,
1.197,3.4,
1.198,3.3,
1.199,3.2,
1.2,2.9,
1.201,2.7,
1.202,2.3,
1.203,2.1,
1.204,1.9,
1.205,1.7,
1.206,1.5,
1.207,1.4,
1.208,1.3,
1.209,1.2,
1.21,1.2,
1.211,1.3,
1.212,1.5,
1.213,1.7,
1.214,1.9,
1.215,2.1,
1.216,2.4,
1.217,2.6,
1.218,2.8,
1.219,2.9,
1.22,2.9,
1.221,2.8,
1.222,2.6,
1.223,2.3,
1.224,2,
1.225,1.7,
1.226,1.4,
1.227,1.1,
1.228,0.7,
1.229,0.5,
1.23,0.7,
1.231,1.3,
1.232,2,
1.233,2.3,
1.234,2,
1.235,1.5,
1.236,1.4,
1.237,2.2,
1.238,3.4,
1.239,4.5,
1.24,4.9,
1.241,4.7,
1.242,4.1,
1.243,3.7,
1.244,3.4,
1.245,3,
1.246,2.3,
1.247,1.6,
1.248,1,
1.249,0.6,
1.25,0.5,
1.251,0.4,
1.252,0.3,
1.253,0.3,
1.254,0.4,
1.255,0.8,
1.256,1.1,
1.257,1.4,
1.258,1.6,
1.259,1.8,
1.26,2,
1.261,2.3,
1.262,2.5,
1.263,2.7,
1.264,2.7,
1.265,2.7,
1.266,2.6,
1.267,2.5,
1.268,2.3,
1.269,2.1,
1.27,1.8,
1.271,1.5,
1.272,1.3,
1.273,1.1,
1.274,1.1,
1.275,1.3,
1.276,1.6,
1.277,2,
1.278,2.7,
1.279,3.5,
1.28,4.7,
1.281,6,
1.282,7.3,
1.283,8.6,
1.284,9.8,
1.285,10.9,
1.286,12,
1.287,13,
1.288,13.8,
1.289,14.3,
1.29,14.4,
1.291,14,
1.292,13.5,
1.293,13,
1.294,12.5,
1.295,12.1,
1.296,11.5,
1.297,10.7,
1.298,9.5,
1.299,8.1,
1.3,6.5,
1.301,5.1,
1.302,3.8,
1.303,2.8,
1.304,2.1,
1.305,1.7,
1.306,1.6,
1.307,1.8,
1.308,2.2,
1.309,2.7,
1.31,3.2,
1.311,3.6,
1.312,4,
1.313,4.2,
1.314,4.4,
1.315,4.4,
1.316,4.3,
1.317,4,
1.318,3.5,
1.319,3,
1.32,2.6,
1.321,2.2,
1.322,1.8,
1.323,1.3,
1.324,0.8,
1.325,0.5,
1.326,0.2,
1.327,-0.1,
1.328,-0.5,
1.329,-0.7,
1.33,-0.5,
1.331,0.3,
1.332,1.1,
1.333,1.4,
1.334,1,
1.335,0.4,
1.336,0.3,
1.337,1.2,
1.338,2.9,
1.339,4.4,
1.34,5.2,
1.341,5,
1.342,4.5,
1.343,4.2,
1.344,4.1,
1.345,4,
1.346,3.7,
1.347,3.2,
1.348,2.8,
1.349,2.6,
1.35,2.6,
1.351,2.6,
1.352,2.6,
1.353,2.5,
1.354,2.4,
1.355,2.3,
1.356,2.2,
1.357,2.1,
1.358,1.8,
1.359,1.6,
1.36,1.4,
1.361,1.3,
1.362,1.1,
1.363,1,
1.364,1.1,
1.365,1.2,
1.366,1.4,
1.367,1.5,
1.368,1.6,
1.369,1.6,
1.37,1.7,
1.371,1.7,
1.372,1.6,
1.373,1.3,
1.374,0.8,
1.375,0.2,
1.376,-0.4,
1.377,-1,
1.378,-1.6,
1.379,-2.3,
1.38,-3,
1.381,-3.7,
1.382,-4.2,
1.383,-4.6,
1.384,-4.7,
1.385,-4.7,
1.386,-4.6,
1.387,-4.3,
1.388,-4.1,
1.389,-3.7,
1.39,-3.3,
1.391,-2.8,
1.392,-2.4,
1.393,-2.1,
1.394,-2,
1.395,-1.9,
1.396,-1.9,
1.397,-2,
1.398,-2.1,
1.399,-2.4,
1.4,-2.9,
1.401,-3.5,
1.402,-4.3,
1.403,-5,
1.404,-5.7,
1.405,-6.4,
1.406,-7,
1.407,-7.6,
1.408,-8.2,
1.409,-8.8,
1.41,-9.1,
1.411,-9.2,
1.412,-9.1,
1.413,-9,
1.414,-8.7,
1.415,-8.3,
1.416,-7.7,
1.417,-6.8,
1.418,-5.8,
1.419,-4.6,
1.42,-3.5,
1.421,-2.6,
1.422,-1.7,
1.423,-0.9,
1.424,-0.2,
1.425,0.4,
1.426,0.7,
1.427,0.8,
1.428,0.8,
1.429,0.7,
1.43,0.4,
1.431,0.1,
1.432,-0.2,
1.433,-0.3,
1.434,-0.2,
1.435,0,
1.436,0.1,
1.437,0,
1.438,-0.3,
1.439,-0.6,
1.44,-0.7,
1.441,-0.6,
1.442,-0.4,
1.443,-0.2,
1.444,-0.1,
1.445,0.1,
1.446,0.3,
1.447,0.5,
1.448,0.8,
1.449,0.9,
1.45,0.9,
1.451,0.9,
1.452,1,
1.453,1.1,
1.454,1.1,
1.455,1,
1.456,0.8,
1.457,0.6,
1.458,0.3,
1.459,0.1,
1.46,-0.2,
1.461,-0.4,
1.462,-0.6,
1.463,-0.7,
1.464,-0.8,
1.465,-0.8,
1.466,-0.7,
1.467,-0.7,
1.468,-0.6,
1.469,-0.5,
1.47,-0.4,
1.471,-0.4,
1.472,-0.3,
1.473,-0.3,
1.474,-0.3,
1.475,-0.4,
1.476,-0.5,
1.477,-0.6,
1.478,-0.7,
1.479,-0.9,
1.48,-1.1,
1.481,-1.3,
1.482,-1.5,
1.483,-1.7,
1.484,-1.8,
1.485,-1.9,
1.486,-1.9,
1.487,-1.8,
1.488,-1.7,
1.489,-1.5,
1.49,-1.1,
1.491,-0.6,
1.492,-0.1,
1.493,0.4,
1.494,0.8,
1.495,1.2,
1.496,1.5,
1.497,1.7,
1.498,1.8,
1.499,1.8,
1.5,1.6,
1.501,1.3,
1.502,0.8,
1.503,0.4,
1.504,-0.1,
1.505,-0.5,
1.506,-1,
1.507,-1.5,
1.508,-1.9,
1.509,-2.1,
1.51,-2.1,
1.511,-2,
1.512,-1.8,
1.513,-1.7,
1.514,-1.6,
1.515,-1.3,
1.516,-1,
1.517,-0.6,
