Time,Amplitude,F_Sampling
0.49,-2.476714696,
0.492,-2.128741037,
0.494,-1.687071456,
0.496,-1.169502111,
0.498,-0.598533209,
0.5,-1.30E-14,
0.502,0.598533209,
0.504,1.169502111,
0.506,1.687071456,
0.508,2.128741037,
0.51,2.476714696,
0.512,2.718936063,
0.514,2.849719511,
0.516,2.86993485,
0.518,2.786737306,
0.52,2.612867897,
0.522,2.365580869,
0.524,2.065281988,
0.526,1.733982257,
0.528,1.393684368,
0.53,1.064823113,
0.532,0.764875613,
0.534,0.50724323,
0.536,0.30048529,
0.538,0.147957075,
0.54,0.047873035,
0.542,-0.00621685,
0.544,-0.024581469,
0.546,-0.020166067,
0.548,-0.007247849,
0.55,3.55E-15,
0.552,-0.01108121,
0.554,-0.050365402,
0.556,-0.123915181,
0.558,-0.23328326,
0.56,-0.375200343,
0.562,-0.541677595,
0.564,-0.720519249,
0.566,-0.896208579,
0.568,-1.051100869,
0.57,-1.166832495,
0.572,-1.225837531,
0.574,-1.212853963,
0.576,-1.116301236,
0.578,-0.929419558,
0.58,-0.651078577,
0.582,-0.286187309,
0.584,0.15433314,
0.586,0.654019826,
0.588,1.191753604,
0.59,1.743001167,
0.592,2.281327357,
0.594,2.780070838,
0.596,3.214063405,
0.598,3.561269283,
0.6,3.804226065,
0.602,3.93118315,
0.604,3.93685546,
0.606,3.822738339,
0.608,3.596961671,
0.61,3.27369503,
0.612,2.872148504,
0.614,2.415243342,
0.616,1.928050423,
0.618,1.436111063,
0.62,0.963762591,
0.622,0.532589822,
0.624,0.16011323,
0.626,-0.141193993,
0.628,-0.364493222,
0.63,-0.50873562,
0.632,-0.578381743,
0.634,-0.582715022,
0.636,-0.534809127,
0.638,-0.450235093,
0.64,-0.34561318,
0.642,-0.237125485,
0.644,-0.139107364,
0.646,-0.062828717,
0.648,-0.015560627,
0.65,9.99E-16,
0.652,-0.014096413,
0.654,-0.051293597,
0.656,-0.101165262,
0.658,-0.150393834,
0.66,-0.184013529,
0.662,-0.186818089,
0.664,-0.144820096,
0.666,-0.046644132,
0.668,0.11525955,
0.67,0.343680971,
0.672,0.636075109,
0.674,0.984397284,
0.676,1.375369883,
0.678,1.791167992,
0.68,2.210479207,
0.682,2.609863821,
0.684,2.965317977,
0.686,3.253925993,
0.688,3.455480296,
0.69,3.55394866,
0.692,3.538678883,
0.694,3.405249725,
0.696,3.155902538,
0.698,2.799518669,
0.7,2.351141009,
0.702,1.831071594,
0.704,1.263608372,
0.706,0.675510767,
0.708,0.094303532,
0.71,-0.453459899,
0.712,-0.943850667,
0.714,-1.357017034,
0.716,-1.678334157,
0.718,-1.899171857,
0.72,-2.017229858,
0.722,-2.036422257,
0.724,-1.966326571,
0.726,-1.821244943,
0.728,-1.618953568,
0.73,-1.379239017,
0.732,-1.122335188,
0.734,-0.86738092,
0.736,-0.631015508,
0.738,-0.426217666,
0.74,-0.261473728,
0.742,-0.140334759,
0.744,-0.06139161,
0.746,-0.018664215,
0.748,-0.002369147,
0.75,1.07E-14,
0.752,0.002369147,
0.754,0.018664215,
0.756,0.06139161,
0.758,0.140334759,
0.76,0.261473728,
0.762,0.426217666,
0.764,0.631015508,
0.766,0.86738092,
0.768,1.122335188,
0.77,1.379239017,
0.772,1.618953568,
0.774,1.821244943,
0.776,1.966326571,
0.778,2.036422257,
0.78,2.017229858,
0.782,1.899171857,
0.784,1.678334157,
0.786,1.357017034,
0.788,0.943850667,
0.79,0.453459899,
0.792,-0.094303532,
0.794,-0.675510767,
0.796,-1.263608372,
0.798,-1.831071594,
0.8,-2.351141009,
0.802,-2.799518669,
0.804,-3.155902538,
0.806,-3.405249725,
0.808,-3.538678883,
0.81,-3.55394866,
0.812,-3.455480296,
0.814,-3.253925993,
0.816,-2.965317977,
0.818,-2.609863821,
0.82,-2.210479207,
0.822,-1.791167992,
0.824,-1.375369883,
0.826,-0.984397284,
0.828,-0.636075109,
0.83,-0.343680971,
0.832,-0.11525955,
0.834,0.046644132,
0.836,0.144820096,
0.838,0.186818089,
0.84,0.184013529,
0.842,0.150393834,
0.844,0.101165262,
0.846,0.051293597,
0.848,0.014096413,
0.85,1.22E-15,
0.852,0.015560627,
0.854,0.062828717,
0.856,0.139107364,
0.858,0.237125485,
0.86,0.34561318,
0.862,0.450235093,
0.864,0.534809127,
0.866,0.582715022,
0.868,0.578381743,
0.87,0.50873562,
0.872,0.364493222,
0.874,0.141193993,
0.876,-0.16011323,
0.878,-0.532589822,
0.88,-0.963762591,
0.882,-1.436111063,
0.884,-1.928050423,
0.886,-2.415243342,
0.888,-2.872148504,
0.89,-3.27369503,
0.892,-3.596961671,
0.894,-3.822738339,
0.896,-3.93685546,
0.898,-3.93118315,
0.9,-3.804226065,
0.902,-3.561269283,
0.904,-3.214063405,
0.906,-2.780070838,
0.908,-2.281327357,
0.91,-1.743001167,
0.912,-1.191753604,
0.914,-0.654019826,
0.916,-0.15433314,
0.918,0.286187309,
0.92,0.651078577,
0.922,0.929419558,
0.924,1.116301236,
0.926,1.212853963,
0.928,1.225837531,
0.93,1.166832495,
0.932,1.051100869,
0.934,0.896208579,
0.936,0.720519249,
0.938,0.541677595,
0.94,0.375200343,
0.942,0.23328326,
0.944,0.123915181,
0.946,0.050365402,
0.948,0.01108121,
0.95,-8.66E-15,
0.952,0.007247849,
0.954,0.020166067,
0.956,0.024581469,
0.958,0.00621685,
0.96,-0.047873035,
0.962,-0.147957075,
0.964,-0.30048529,
0.966,-0.50724323,
0.968,-0.764875613,
0.97,-1.064823113,
0.972,-1.393684368,
0.974,-1.733982257,
0.976,-2.065281988,
0.978,-2.365580869,
0.98,-2.612867897,
0.982,-2.786737306,
0.984,-2.86993485,
0.986,-2.849719511,
0.988,-2.718936063,
0.99,-2.476714696,
0.992,-2.128741037,
0.994,-1.687071456,
0.996,-1.169502111,
0.998,-0.598533209,
1,-2.60E-14,
1.002,0.598533209,
1.004,1.169502111,
1.006,1.687071456,
1.008,2.128741037,
1.01,2.476714696,
1.012,2.718936063,
1.014,2.849719511,
1.016,2.86993485,
1.018,2.786737306,
1.02,2.612867897,
1.022,2.365580869,
1.024,2.065281988,
1.026,1.733982257,
1.028,1.393684368,
1.03,1.064823113,
1.032,0.764875613,
1.034,0.50724323,
1.036,0.30048529,
1.038,0.147957075,
1.04,0.047873035,
1.042,-0.00621685,
1.044,-0.024581469,
1.046,-0.020166067,
1.048,-0.007247849,
1.05,-1.43E-14,
1.052,-0.01108121,
1.054,-0.050365402,
1.056,-0.123915181,
1.058,-0.23328326,
1.06,-0.375200343,
1.062,-0.541677595,
1.064,-0.720519249,
1.066,-0.896208579,
1.068,-1.051100869,
1.07,-1.166832495,
1.072,-1.225837531,
1.074,-1.212853963,
1.076,-1.116301236,
1.078,-0.929419558,
1.08,-0.651078577,
1.082,-0.286187309,
1.084,0.15433314,
1.086,0.654019826,
1.088,1.191753604,
1.09,1.743001167,
1.092,2.281327357,
1.094,2.780070838,
1.096,3.214063405,
1.098,3.561269283,
1.1,3.804226065,
1.102,3.93118315,
1.104,3.93685546,
1.106,3.822738339,
1.108,3.596961671,
1.11,3.27369503,
1.112,2.872148504,
1.114,2.415243342,
1.116,1.928050423,
1.118,1.436111063,
1.12,0.963762591,
1.122,0.532589822,
1.124,0.16011323,
1.126,-0.141193993,
1.128,-0.364493222,
1.13,-0.50873562,
1.132,-0.578381743,
1.134,-0.582715022,
1.136,-0.534809127,
1.138,-0.450235093,
1.14,-0.34561318,
1.142,-0.237125485,
1.144,-0.139107364,
1.146,-0.062828717,
1.148,-0.015560627,
1.15,7.11E-15,
1.152,-0.014096413,
1.154,-0.051293597,
1.156,-0.101165262,
1.158,-0.150393834,
1.16,-0.184013529,
1.162,-0.186818089,
1.164,-0.144820096,
1.166,-0.046644132,
1.168,0.11525955,
1.17,0.343680971,
1.172,0.636075109,
1.174,0.984397284,
1.176,1.375369883,
1.178,1.791167992,
1.18,2.210479207,
1.182,2.609863821,
1.184,2.965317977,
1.186,3.253925993,
1.188,3.455480296,
1.19,3.55394866,
1.192,3.538678883,
1.194,3.405249725,
1.196,3.155902538,
1.198,2.799518669,
1.2,2.351141009,
1.202,1.831071594,
1.204,1.263608372,
1.206,0.675510767,
1.208,0.094303532,
1.21,-0.453459899,
1.212,-0.943850667,
1.214,-1.357017034,
1.216,-1.678334157,
1.218,-1.899171857,
1.22,-2.017229858,
1.222,-2.036422257,
1.224,-1.966326571,
1.226,-1.821244943,
1.228,-1.618953568,
1.23,-1.379239017,
1.232,-1.122335188,
1.234,-0.86738092,
1.236,-0.631015508,
1.238,-0.426217666,
1.24,-0.261473728,
1.242,-0.140334759,
1.244,-0.06139161,
1.246,-0.018664215,
1.248,-0.002369147,
1.25,3.55E-15,
1.252,0.002369147,
1.254,0.018664215,
1.256,0.06139161,
1.258,0.140334759,
1.26,0.261473728,
1.262,0.426217666,
1.264,0.631015508,
1.266,0.86738092,
1.268,1.122335188,
1.27,1.379239017,
1.272,1.618953568,
1.274,1.821244943,
1.276,1.966326571,
1.278,2.036422257,
1.28,2.017229858,
1.282,1.899171857,
1.284,1.678334157,
1.286,1.357017034,
1.288,0.943850667,
1.29,0.453459899,
1.292,-0.094303532,
1.294,-0.675510767,
1.296,-1.263608372,
1.298,-1.831071594,
1.3,-2.351141009,
1.302,-2.799518669,
1.304,-3.155902538,
1.306,-3.405249725,
1.308,-3.538678883,
1.31,-3.55394866,
1.312,-3.455480296,
1.314,-3.253925993,
1.316,-2.965317977,
1.318,-2.609863821,
1.32,-2.210479207,
1.322,-1.791167992,
1.324,-1.375369883,
1.326,-0.984397284,
1.328,-0.636075109,
1.33,-0.343680971,
1.332,-0.11525955,
1.334,0.046644132,
1.336,0.144820096,
1.338,0.186818089,
1.34,0.184013529,
1.342,0.150393834,
1.344,0.101165262,
1.346,0.051293597,
1.348,0.014096413,
1.35,3.22E-15,
1.352,0.015560627,
1.354,0.062828717,
1.356,0.139107364,
1.358,0.237125485,
1.36,0.34561318,
1.362,0.450235093,
1.364,0.534809127,
1.366,0.582715022,
1.368,0.578381743,
1.37,0.50873562,
1.372,0.364493222,
1.374,0.141193993,
1.376,-0.16011323,
1.378,-0.532589822,
1.38,-0.963762591,
1.382,-1.436111063,
1.384,-1.928050423,
1.386,-2.415243342,
1.388,-2.872148504,
1.39,-3.27369503,
1.392,-3.596961671,
1.394,-3.822738339,
1.396,-3.93685546,
1.398,-3.93118315,
1.4,-3.804226065,
1.402,-3.561269283,
1.404,-3.214063405,
1.406,-2.780070838,
1.408,-2.281327357,
1.41,-1.743001167,
1.412,-1.191753604,
1.414,-0.654019826,
1.416,-0.15433314,
1.418,0.286187309,
1.42,0.651078577,
1.422,0.929419558,
1.424,1.116301236,
1.426,1.212853963,
1.428,1.225837531,
1.43,1.166832495,
1.432,1.051100869,
1.434,0.896208579,
1.436,0.720519249,
1.438,0.541677595,
1.44,0.375200343,
1.442,0.23328326,
1.444,0.123915181,
1.446,0.050365402,
1.448,0.01108121,
1.45,-1.43E-14,
1.452,0.007247849,
1.454,0.020166067,
1.456,0.024581469,
1.458,0.00621685,
1.46,-0.047873035,
1.462,-0.147957075,
1.464,-0.30048529,
1.466,-0.50724323,
1.468,-0.764875613,
1.47,-1.064823113,
1.472,-1.393684368,
1.474,-1.733982257,
1.476,-2.065281988,
1.478,-2.365580869,
1.48,-2.612867897,
1.482,-2.786737306,
1.484,-2.86993485,
1.486,-2.849719511,
1.488,-2.718936063,
1.49,-2.476714696,
1.492,-2.128741037,
1.494,-1.687071456,
1.496,-1.169502111,
1.498,-0.598533209,
1.5,-3.90E-14,
1.502,0.598533209,
1.504,1.169502111,
1.506,1.687071456,
1.508,2.128741037,
1.51,2.476714696,
1.512,2.718936063,
1.514,2.849719511,
1.516,2.86993485,
1.518,2.786737306,
1.52,2.612867897,
1.522,2.365580869,
1.524,2.065281988,
1.526,1.733982257,
1.528,1.393684368,
1.53,1.064823113,
1.532,0.764875613,
1.534,0.50724323,
1.536,0.30048529,
1.538,0.147957075,
1.54,0.047873035,
1.542,-0.00621685,
1.544,-0.024581469,
1.546,-0.020166067,
1.548,-0.007247849,
1.55,-2.01E-14,
1.552,-0.01108121,
1.554,-0.050365402,
1.556,-0.123915181,
1.558,-0.23328326,
1.56,-0.375200343,
1.562,-0.541677595,
1.564,-0.720519249,
1.566,-0.896208579,
1.568,-1.051100869,
1.57,-1.166832495,
1.572,-1.225837531,
1.574,-1.212853963,
1.576,-1.116301236,
1.578,-0.929419558,
1.58,-0.651078577,
1.582,-0.286187309,
1.584,0.15433314,
1.586,0.654019826,
1.588,1.191753604,
1.59,1.743001167,
1.592,2.281327357,
1.594,2.780070838,
1.596,3.214063405,
1.598,3.561269283,
1.6,3.804226065,
1.602,3.93118315,
1.604,3.93685546,
1.606,3.822738339,
1.608,3.596961671,
1.61,3.27369503,
1.612,2.872148504,
1.614,2.415243342,
1.616,1.928050423,
1.618,1.436111063,
1.62,0.963762591,
1.622,0.532589822,
1.624,0.16011323,
1.626,-0.141193993,
1.628,-0.364493222,
1.63,-0.50873562,
1.632,-0.578381743,
1.634,-0.582715022,
1.636,-0.534809127,
1.638,-0.450235093,
1.64,-0.34561318,
1.642,-0.237125485,
1.644,-0.139107364,
1.646,-0.062828717,
1.648,-0.015560627,
1.65,9.99E-15,
1.652,-0.014096413,
1.654,-0.051293597,
1.656,-0.101165262,
1.658,-0.150393834,
1.66,-0.184013529,
1.662,-0.186818089,
1.664,-0.144820096,
1.666,-0.046644132,
1.668,0.11525955,
1.67,0.343680971,
1.672,0.636075109,
1.674,0.984397284,
1.676,1.375369883,
1.678,1.791167992,
1.68,2.210479207,
1.682,2.609863821,
1.684,2.965317977,
1.686,3.253925993,
1.688,3.455480296,
1.69,3.55394866,
1.692,3.538678883,
1.694,3.405249725,
1.696,3.155902538,
1.698,2.799518669,
1.7,2.351141009,
1.702,1.831071594,
1.704,1.263608372,
1.706,0.675510767,
1.708,0.094303532,
1.71,-0.453459899,
1.712,-0.943850667,
1.714,-1.357017034,
1.716,-1.678334157,
1.718,-1.899171857,
1.72,-2.017229858,
1.722,-2.036422257,
1.724,-1.966326571,
1.726,-1.821244943,
1.728,-1.618953568,
1.73,-1.379239017,
1.732,-1.122335188,
1.734,-0.86738092,
1.736,-0.631015508,
1.738,-0.426217666,
1.74,-0.261473728,
1.742,-0.140334759,
1.744,-0.06139161,
1.746,-0.018664215,
1.748,-0.002369147,
1.75,3.91E-14,
1.752,0.002369147,
1.754,0.018664215,
1.756,0.06139161,
1.758,0.140334759,
1.76,0.261473728,
1.762,0.426217666,
1.764,0.631015508,
1.766,0.86738092,
1.768,1.122335188,
1.77,1.379239017,
1.772,1.618953568,
1.774,1.821244943,
1.776,1.966326571,
1.778,2.036422257,
1.78,2.017229858,
1.782,1.899171857,
1.784,1.678334157,
1.786,1.357017034,
1.788,0.943850667,
1.79,0.453459899,
1.792,-0.094303532,
1.794,-0.675510767,
1.796,-1.263608372,
1.798,-1.831071594,
1.8,-2.351141009,
1.802,-2.799518669,
1.804,-3.155902538,
1.806,-3.405249725,
1.808,-3.538678883,
1.81,-3.55394866,
1.812,-3.455480296,
1.814,-3.253925993,
1.816,-2.965317977,
1.818,-2.609863821,
1.82,-2.210479207,
1.822,-1.791167992,
1.824,-1.375369883,
1.826,-0.984397284,
1.828,-0.636075109,
1.83,-0.343680971,
1.832,-0.11525955,
1.834,0.046644132,
1.836,0.144820096,
1.838,0.186818089,
1.84,0.184013529,
1.842,0.150393834,
1.844,0.101165262,
1.846,0.051293597,
1.848,0.014096413,
1.85,-3.44E-15,
1.852,0.015560627,
1.854,0.062828717,
1.856,0.139107364,
1.858,0.237125485,
1.86,0.34561318,
1.862,0.450235093,
1.864,0.534809127,
1.866,0.582715022,
1.868,0.578381743,
1.87,0.50873562,
1.872,0.364493222,
1.874,0.141193993,
1.876,-0.16011323,
1.878,-0.532589822,
1.88,-0.963762591,
1.882,-1.436111063,
1.884,-1.928050423,
1.886,-2.415243342,
1.888,-2.872148504,
1.89,-3.27369503,
1.892,-3.596961671,
1.894,-3.822738339,
1.896,-3.93685546,
1.898,-3.93118315,
1.9,-3.804226065,
1.902,-3.561269283,
1.904,-3.214063405,
1.906,-2.780070838,
1.908,-2.281327357,
1.91,-1.743001167,
1.912,-1.191753604,
1.914,-0.654019826,
1.916,-0.15433314,
1.918,0.286187309,
1.92,0.651078577,
1.922,0.929419558,
1.924,1.116301236,
1.926,1.212853963,
1.928,1.225837531,
1.93,1.166832495,
1.932,1.051100869,
1.934,0.896208579,
1.936,0.720519249,
1.938,0.541677595,
1.94,0.375200343,
1.942,0.23328326,
1.944,0.123915181,
1.946,0.050365402,
1.948,0.01108121,
1.95,-4.31E-14,
1.952,0.007247849,
1.954,0.020166067,
1.956,0.024581469,
1.958,0.00621685,
1.96,-0.047873035,
1.962,-0.147957075,
1.964,-0.30048529,
1.966,-0.50724323,
1.968,-0.764875613,
1.97,-1.064823113,
1.972,-1.393684368,
1.974,-1.733982257,
1.976,-2.065281988,
1.978,-2.365580869,
1.98,-2.612867897,
1.982,-2.786737306,
1.984,-2.86993485,
1.986,-2.849719511,
1.988,-2.718936063,
1.99,-2.476714696,
1.992,-2.128741037,
1.994,-1.687071456,
1.996,-1.169502111,
1.998,-0.598533209,
